,name,github_id,labels,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,license,trending,updated_github_id
10,ort,pykeio/ort,['x86_64'],aie,https://github.com/pykeio/ort,https://github.com/pykeio/ort,2022-11-26 19:26:15,2025-12-25 16:39:41,2025-12-25 16:37:44,811,52.0,175.0,14,114.0,4.0,315.0,1835,2025-06-05 04:54:58,2.0.0-rc.10,,,31.0,Fast ML inference & training for ONNX models in Rust.,3519.0,3519.0,59.0,26,True,1,Apache-2.0,,
11,russh,Eugeny/russh,['pure-rust'],ssh,https://github.com/Eugeny/russh,https://github.com/Eugeny/russh,2022-02-07 22:04:56,2025-12-23 16:36:36,2025-12-23 16:36:36,754,38.0,185.0,5,369.0,53.0,177.0,1514,2025-12-22 23:46:16,0.56.0,,,56.0,Rust SSH client & server library.,1660.0,1660.0,93.0,26,True,1,Apache-2.0,,
12,miri,rust-lang/miri,[],tools,https://github.com/rust-lang/miri,https://github.com/rust-lang/miri,2015-11-12 21:51:25,2025-12-24 06:04:19,2025-12-24 05:39:31,20581,1100.0,408.0,52,3621.0,163.0,990.0,5743,,,,,,An interpreter for Rusts mid-level intermediate representation.,,,351.0,25,True,2,Apache-2.0,,
13,zbus,dbus2/zbus,['dbus'],ipc,https://github.com/z-galaxy/zbus,https://github.com/z-galaxy/zbus,2023-05-11 07:39:49,2025-12-24 14:25:46,2025-12-24 14:25:44,5923,156.0,134.0,6,1036.0,93.0,479.0,612,2025-10-15 14:38:17,zbus-5.12.0,,,100.0,Rust D-Bus crate.,41724.0,41724.0,136.0,25,False,1,,,z-galaxy/zbus
14,cargo-zigbuild,rust-cross/cargo-zigbuild,[],compilation,https://github.com/rust-cross/cargo-zigbuild,https://github.com/rust-cross/cargo-zigbuild,2022-02-16 06:38:36,2025-12-01 14:14:21,2025-12-01 14:14:19,614,7.0,79.0,10,189.0,39.0,127.0,2249,2025-07-18 00:25:59,0.20.1,326104.0,7089.0,94.0,Compile Cargo project with zig as linker.,149.0,149.0,35.0,24,True,3,MIT,,
15,rust-skia,rust-skia/rust-skia,[],graphics,https://github.com/rust-skia/rust-skia,https://github.com/rust-skia/rust-skia,2018-12-07 07:25:31,2025-12-20 13:03:00,2025-12-08 09:41:43,4104,66.0,164.0,27,766.0,55.0,332.0,1695,,,236.0,3.0,100.0,Rust Bindings for the Skia Graphics Library.,9.0,9.0,65.0,23,True,1,MIT,,
16,cargo-about,EmbarkStudios/cargo-about,[],tools,https://github.com/EmbarkStudios/cargo-about,https://github.com/EmbarkStudios/cargo-about,2019-11-01 08:38:11,2025-12-04 10:24:25,2025-12-04 10:23:45,224,6.0,43.0,3,203.0,25.0,67.0,683,2025-12-04 10:24:08,0.8.4,164674.0,2255.0,38.0,Cargo plugin to generate list of all licenses for a crate.,59.0,59.0,30.0,23,True,2,Apache-2.0,,
17,cozo,cozodb/cozo,[],edb,https://github.com/cozodb/cozo,https://github.com/cozodb/cozo,2022-10-14 09:28:11,2024-12-04 12:49:06,2024-12-04 12:49:06,1813,,121.0,42,39.0,40.0,114.0,3807,2023-12-11 09:09:22,0.7.6,19798.0,521.0,19.0,"A transactional, relational-graph-vector database that uses Datalog for query. The hippocampus for AI!.",41.0,41.0,21.0,22,True,2,MPL-2.0,,
18,ntpd-rs,pendulum-project/ntpd-rs,[],time-sync,https://github.com/pendulum-project/ntpd-rs,https://github.com/pendulum-project/ntpd-rs,2022-03-04 19:15:34,2025-12-24 01:28:48,2025-12-05 10:34:59,2900,27.0,72.0,16,1742.0,46.0,240.0,974,2025-08-29 13:50:09,1.6.2,6814.0,166.0,36.0,"A full-featured implementation of the Network Time Protocol, including NTS support.",13.0,13.0,37.0,22,False,1,,,
19,linux-embedded-hal,rust-embedded/linux-embedded-hal,[],hal,https://github.com/rust-embedded/linux-embedded-hal,https://github.com/rust-embedded/linux-embedded-hal,2018-01-16 23:34:53,2025-11-06 22:18:55,2025-11-06 22:17:07,220,7.0,51.0,19,82.0,23.0,22.0,292,2025-11-10 09:09:05,0.4.1,,,6.0,Implementation of the `embedded-hal` traits for Linux devices.,1574.0,1574.0,31.0,22,True,1,Apache-2.0,,
20,rust-i2cdev,rust-embedded/rust-i2cdev,[],character-device-drivers,https://github.com/rust-embedded/rust-i2cdev,https://github.com/rust-embedded/rust-i2cdev,2015-08-19 04:21:00,2025-11-12 17:28:13,2025-11-12 17:18:17,230,8.0,56.0,16,63.0,5.0,26.0,227,2025-11-11 12:34:01,0.6.2,,,4.0,Rust library for interfacing with i2c devices under Linux.,1068.0,1068.0,30.0,22,True,1,Apache-2.0,,
21,ros2_rust,ros2-rust/ros2_rust,[],robotics,https://github.com/ros2-rust/ros2_rust,https://github.com/ros2-rust/ros2_rust,2017-11-26 10:45:09,2025-11-03 18:45:11,2025-11-03 18:33:19,319,15.0,179.0,38,330.0,61.0,138.0,1310,2025-10-27 07:30:33,0.6.0,,,8.0,Rust bindings for ROS 2.,,,50.0,21,True,1,Apache-2.0,,
22,kas,siemens/kas,[],yocto,https://github.com/siemens/kas,https://github.com/siemens/kas,2017-06-13 12:11:57,2025-12-11 13:35:39,2025-12-05 06:45:16,1130,26.0,192.0,23,51.0,25.0,101.0,523,,,,,,Setup tool for bitbake based projects.,97.0,97.0,82.0,21,True,1,MIT,,
23,puffin,EmbarkStudios/puffin,[],tools,https://github.com/EmbarkStudios/puffin,https://github.com/EmbarkStudios/puffin,2020-08-10 09:03:31,2025-09-16 11:29:02,2025-09-16 11:29:00,344,,96.0,13,202.0,35.0,42.0,1653,2024-01-17 10:32:04,puffin-0.19.0,,,6.0,Friendly little instrumentation profiler for Rust.,1255.0,1255.0,41.0,20,True,3,Apache-2.0,,
24,cyclonedx-rust-cargo,CycloneDX/cyclonedx-rust-cargo,[],tools,https://github.com/CycloneDX/cyclonedx-rust-cargo,https://github.com/CycloneDX/cyclonedx-rust-cargo,2019-05-21 20:48:15,2025-12-10 16:02:19,2025-12-08 11:05:02,1229,7.0,49.0,7,698.0,47.0,75.0,151,2024-11-30 01:45:09,cargo-cyclonedx-0.5.7,205477.0,3021.0,15.0,Creates CycloneDX Software Bill of Materials (SBOM) from Rust (Cargo) projects.,7.0,7.0,36.0,20,True,3,Apache-2.0,,
25,Tonbo,tonbo-io/tonbo,[],edb,https://github.com/tonbo-io/tonbo,https://github.com/tonbo-io/tonbo,2024-07-15 03:23:00,2025-12-25 04:46:34,2025-12-25 03:52:48,660,185.0,89.0,17,416.0,31.0,126.0,1405,2025-04-10 03:57:36,0.3.2,,,4.0,Tonbo is an embedded database for serverless and edge runtimes.,1.0,1.0,23.0,19,True,3,Apache-2.0,2.0,
26,rosrust,adnanademovic/rosrust,[],robotics,https://github.com/adnanademovic/rosrust,https://github.com/adnanademovic/rosrust,2016-07-12 11:05:32,2025-02-03 22:32:01,2025-02-03 22:31:20,708,,78.0,23,104.0,49.0,72.0,775,2020-08-24 14:04:42,0.9.5,,,19.0,Pure Rust implementation of a ROS client library.,236.0,236.0,19.0,19,True,3,MIT,,
27,PoloDB,PoloDB/PoloDB,[],edb,https://github.com/PoloDB/PoloDB,https://github.com/PoloDB/PoloDB,2020-08-01 09:03:18,2025-10-13 20:51:07,2025-05-15 23:56:43,776,,56.0,14,135.0,26.0,50.0,1157,2025-05-15 23:26:34,5.1.4,803.0,22.0,21.0,PoloDB is an embedded document database.,3.0,3.0,17.0,18,True,3,Apache-2.0,,
28,Native DB,vincent-herlemont/native_db,[],edb,https://github.com/vincent-herlemont/native_db,https://github.com/vincent-herlemont/native_db,2023-05-09 19:14:39,2025-12-19 17:10:22,2025-10-10 10:02:26,483,1.0,35.0,5,370.0,28.0,51.0,658,2025-07-08 09:47:49,0.8.2,,,28.0,Drop-in embedded database in Rust.,78.0,78.0,19.0,18,True,3,MIT,,
29,tokio-modbus,slowtec/tokio-modbus,[],modbus,https://github.com/slowtec/tokio-modbus,https://github.com/slowtec/tokio-modbus,2017-10-21 19:51:54,2025-12-07 10:56:43,2025-12-07 10:56:41,507,7.0,143.0,14,218.0,33.0,105.0,518,,,,,,A tokio-based modbus library.,375.0,375.0,36.0,18,True,1,Apache-2.0,,
30,actions-rust-cross,houseabsolute/actions-rust-cross,[],ci,https://github.com/houseabsolute/actions-rust-cross,https://github.com/houseabsolute/actions-rust-cross,2023-03-05 16:57:05,2025-12-20 04:39:36,2025-12-20 04:16:51,127,1.0,22.0,1,8.0,4.0,33.0,202,2025-07-20 18:10:08,1.0.5,,,24.0,GitHub Action to compile Rust with cross.,1263.0,1263.0,7.0,18,True,1,Apache-2.0,,
31,rust-spidev,rust-embedded/rust-spidev,[],character-device-drivers,https://github.com/rust-embedded/rust-spidev,https://github.com/rust-embedded/rust-spidev,2015-04-23 05:40:20,2025-10-31 14:10:45,2025-10-28 20:16:36,159,9.0,35.0,14,42.0,1.0,10.0,137,2025-10-31 14:11:44,0.7.1,,,7.0,Rust library providing access to spidev devices under Linux.,835.0,835.0,18.0,18,True,3,Apache-2.0,,
32,divan,nvzqz/divan,[],tools,https://github.com/nvzqz/divan,https://github.com/nvzqz/divan,2023-06-30 05:01:57,2025-04-17 04:02:42,2025-04-14 22:32:17,480,,37.0,8,28.0,43.0,13.0,1292,,,,,,Fast and simple benchmarking for Rust projects.,1417.0,1417.0,9.0,17,True,3,Apache-2.0,,
33,opcua,locka99/opcua,[],icsp,https://github.com/locka99/opcua,https://github.com/locka99/opcua,2017-01-07 09:48:09,2025-04-08 02:12:35,2024-10-08 20:19:22,2200,,147.0,19,198.0,111.0,127.0,564,,,,,,A client and server implementation of the OPC UA specification written in Rust.,55.0,55.0,31.0,17,False,1,MPL-2.0,,
34,rs-matter,project-chip/rs-matter,[],home-automation-protocols,https://github.com/project-chip/rs-matter,https://github.com/project-chip/rs-matter,2022-12-12 16:43:43,2025-12-12 09:14:26,2025-12-12 09:14:26,711,31.0,57.0,40,248.0,41.0,60.0,459,,,,,,Rust implementation of the Matter protocol. Status: Experimental.,8.0,8.0,30.0,17,True,1,Apache-2.0,,
35,gpio-cdev,rust-embedded/gpio-cdev,[],character-device-drivers,https://github.com/rust-embedded/gpio-cdev,https://github.com/rust-embedded/gpio-cdev,2018-03-03 23:48:44,2025-07-03 07:05:28,2025-07-03 07:02:51,132,,39.0,18,49.0,10.0,26.0,230,2023-09-12 07:13:07,0.6.0,,,3.0,Rust interface to the Linux GPIO Character Device API (/dev/gpiochip...).,514.0,514.0,18.0,17,True,3,Apache-2.0,,
36,crash-handling,EmbarkStudios/crash-handling,[],tools,https://github.com/EmbarkStudios/crash-handling,https://github.com/EmbarkStudios/crash-handling,2021-11-08 13:54:34,2025-09-24 11:20:25,2025-09-24 11:20:24,182,,22.0,7,65.0,14.0,29.0,164,2025-05-14 06:10:28,crash-handler-0.6.3,,,30.0,Collection of crates to deal with crashes.,324.0,324.0,10.0,17,True,3,Apache-2.0,,
37,embedded-hal-mock,dbrgn/embedded-hal-mock,[],hal,https://github.com/dbrgn/embedded-hal-mock,https://github.com/dbrgn/embedded-hal-mock,2018-03-25 13:08:52,2025-11-24 15:11:28,2025-11-24 15:11:21,186,1.0,26.0,7,106.0,11.0,22.0,141,,,,,,Mocks for testing embedded-hal based drivers without hardware access.,1117.0,1117.0,24.0,17,True,3,Apache-2.0,,
38,rust-ocpp,codelabsab/rust-ocpp,[],smart-grid-protocols,https://github.com/tommymalmqvist/rust-ocpp,https://github.com/tommymalmqvist/rust-ocpp,2021-06-04 08:32:04,2025-12-10 12:10:04,2025-11-30 08:18:35,309,3.0,28.0,7,166.0,,27.0,93,2025-11-30 08:20:21,3.0.4,,,11.0,"Libraries for ocpp 1.6, 2.0.1 and 2.1.",25.0,25.0,11.0,17,False,1,Apache-2.0,,tommymalmqvist/rust-ocpp
39,statig,mdeloof/statig,[],fsm,https://github.com/mdeloof/statig,https://github.com/mdeloof/statig,2021-08-19 20:51:31,2025-11-29 12:49:39,2025-11-29 12:49:38,167,3.0,34.0,6,35.0,4.0,38.0,742,,,,,,Hierarchical state machines for designing event-driven systems.,48.0,48.0,16.0,16,True,1,MIT,,
40,statime,pendulum-project/statime,[],time-sync,https://github.com/pendulum-project/statime,https://github.com/pendulum-project/statime,2022-01-04 09:29:54,2025-12-24 10:30:37,2025-10-07 12:59:52,864,3.0,27.0,10,701.0,23.0,34.0,271,2025-03-13 09:48:42,0.4.0,651.0,25.0,11.0,Implementation of the Precision Time Protocol (PTP) in Rust.,8.0,8.0,22.0,16,False,3,,,
41,rust-fsm,eugene-babichenko/rust-fsm,[],fsm,https://github.com/eugene-babichenko/rust-fsm,https://github.com/eugene-babichenko/rust-fsm,2019-01-20 12:51:27,2025-07-21 09:41:06,2025-07-21 09:40:08,106,,26.0,3,10.0,1.0,5.0,242,2025-07-21 09:44:10,0.8.0,,,5.0,Finite state machine framework for Rust with readable specifications.,162.0,162.0,7.0,16,True,1,MIT,,
42,meta-rust,meta-rust/meta-rust,[],yocto-integration,https://github.com/meta-rust/meta-rust,https://github.com/meta-rust/meta-rust,2014-10-20 21:31:22,2025-11-29 03:37:33,2025-11-29 03:37:33,990,12.0,132.0,21,288.0,63.0,103.0,234,,,,,,OpenEmbedded/Yocto layer for Rust and Cargo.,,,67.0,16,True,1,MIT,,
43,rugix,silitics/rugix,[],tools,https://github.com/silitics/rugix,https://github.com/silitics/rugix,2023-05-18 20:21:06,2025-12-05 15:53:09,2025-12-05 15:53:04,880,33.0,17.0,4,13.0,13.0,56.0,110,2025-11-24 06:41:57,0.8.15,692.0,28.0,34.0,A suite of open-source tools to build and deploy reliable embedded Linux devices at scale with efficient and secure..,,,6.0,16,True,3,Apache-2.0,,
44,modbus-rs,hirschenberger/modbus-rs,[],modbus,https://github.com/hirschenberger/modbus-rs,https://github.com/hirschenberger/modbus-rs,2015-11-03 01:00:32,2025-12-01 08:35:32,2025-12-01 08:35:30,173,3.0,26.0,8,20.0,5.0,15.0,104,2023-12-20 11:37:30,1.1.0,,,23.0,Modbus implementation in pure Rust.,43.0,43.0,11.0,16,True,2,MIT,,
45,russh-sftp,AspectUnk/russh-sftp,['pure-rust'],sftp,https://github.com/AspectUnk/russh-sftp,https://github.com/AspectUnk/russh-sftp,2022-12-09 11:20:58,2025-10-21 20:49:14,2025-04-17 21:56:19,156,,34.0,3,45.0,15.0,27.0,88,,,,,,SFTP subsystem supported server and client for Russh.,213.0,213.0,17.0,16,False,1,Apache-2.0,,
46,dbus-rs,diwic/dbus-rs,['dbus'],ipc,https://github.com/diwic/dbus-rs,https://github.com/diwic/dbus-rs,2014-11-23 12:14:49,2025-12-18 21:22:24,2025-12-18 21:22:24,1152,6.0,138.0,10,196.0,11.0,258.0,655,,,,,,D-Bus binding for the Rust language.,5.0,5.0,95.0,15,False,2,,,
47,ssh2-rs,alexcrichton/ssh2-rs,['c-dependency'],ssh,https://github.com/alexcrichton/ssh2-rs,https://github.com/alexcrichton/ssh2-rs,2014-09-18 05:10:52,2025-02-01 17:21:52,2025-02-01 17:11:01,572,,153.0,6,144.0,46.0,162.0,543,,,,,,Rust bindings for libssh2.,,,78.0,15,True,3,Apache-2.0,,
48,onnxruntime,nbigaouette/onnxruntime-rs,['x86_64'],aie,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,2020-08-04 03:04:15,2024-03-06 16:33:46,2022-07-19 00:34:22,447,,102.0,10,67.0,48.0,20.0,317,,,,,,Rust wrapper for Microsofts ONNX Runtime (version 1.8).,221.0,221.0,9.0,15,False,3,Apache-2.0,,
49,rmodbus,alttch/rmodbus,[],modbus,https://github.com/alttch/rmodbus,https://github.com/alttch/rmodbus,2020-09-13 14:25:14,2025-09-29 00:31:51,2025-09-29 00:31:46,297,3.0,30.0,3,32.0,2.0,18.0,164,,,,,,Modbus framework for Rust.,61.0,61.0,21.0,15,True,3,Apache-2.0,,
50,rustbus,KillingSpark/rustbus,['dbus'],ipc,https://github.com/KillingSpark/rustbus,https://github.com/KillingSpark/rustbus,2020-01-22 11:05:05,2024-06-22 14:58:39,2024-06-22 14:58:38,679,,14.0,4,72.0,8.0,45.0,63,2023-08-29 16:50:59,0.19.3,,,22.0,Dbus transport in pure rust.,156.0,156.0,17.0,15,False,2,MIT,,
51,r2r,sequenceplanner/r2r,[],robotics,https://github.com/sequenceplanner/r2r,https://github.com/sequenceplanner/r2r,2019-08-20 09:10:16,2025-04-22 08:30:50,2025-04-22 08:27:18,346,,52.0,13,66.0,9.0,51.0,401,,,,,,Minimal ROS 2 Rust bindings.,159.0,159.0,29.0,14,False,3,,,
52,rust-industrial-io,fpagliughi/rust-industrial-io,[],iio,https://github.com/fpagliughi/rust-industrial-io,https://github.com/fpagliughi/rust-industrial-io,2018-10-07 23:42:44,2025-09-18 03:18:15,2025-09-13 23:13:13,170,,25.0,3,19.0,5.0,11.0,53,2024-12-10 16:52:12,0.6.0,,,9.0,Rust interface to the Linux Industrial I/O subsystem.,19.0,19.0,13.0,14,False,1,MIT,,
53,ftdi-embedded-hal,ftdi-rs/ftdi-embedded-hal,[],chip-drivers,https://github.com/ftdi-rs/ftdi-embedded-hal,https://github.com/ftdi-rs/ftdi-embedded-hal,2021-09-26 16:00:45,2025-11-21 21:17:25,2025-11-21 21:17:23,119,1.0,21.0,3,64.0,5.0,9.0,40,2025-06-01 21:19:28,0.23.2,,,19.0,Implementation of Rust Embedded HAL traits for FTDI devices.,60.0,60.0,15.0,14,False,1,MIT,,
54,openleadr-rs,OpenLEADR/openleadr-rs,[],smart-grid-protocols,https://github.com/OpenLEADR/openleadr-rs,https://github.com/OpenLEADR/openleadr-rs,2024-10-01 13:50:22,2025-12-24 04:15:12,2025-12-23 07:10:38,212,33.0,16.0,9,264.0,26.0,38.0,60,2025-10-27 14:06:26,0.1.1,,,5.0,OpenADR 3.0 VTN and VEN implementation in Rust.,,,12.0,13,False,2,,,
55,cargo-call-stack,japaric/cargo-call-stack,[],tools,https://github.com/japaric/cargo-call-stack,https://github.com/japaric/cargo-call-stack,2018-12-03 01:52:30,2024-10-28 17:29:02,2024-10-28 17:27:44,192,,51.0,9,57.0,37.0,23.0,645,,,,,,Whole program static stack analysis.,1.0,1.0,11.0,12,False,3,Apache-2.0,,
56,SSH,RustCrypto/SSH,['pure-rust'],ssh,https://github.com/RustCrypto/SSH,https://github.com/RustCrypto/SSH,2022-09-25 17:17:29,2025-12-22 17:03:02,2025-12-15 17:18:36,334,20.0,45.0,2,373.0,9.0,51.0,206,,,,,,Pure Rust implementation of components of the Secure Shell (SSH) protocol.,,,29.0,12,False,3,,,
57,duvet,awslabs/duvet,[],tools,https://github.com/awslabs/duvet,https://github.com/awslabs/duvet,2021-06-01 21:00:39,2025-12-12 22:06:49,2025-12-02 21:58:57,90,12.0,16.0,9,150.0,36.0,16.0,101,2024-06-08 00:09:19,0.3.0,,,2.0,A requirements traceability tool.,,,14.0,12,True,3,Apache-2.0,,
58,meta-rust-bin,rust-embedded/meta-rust-bin,[],yocto-integration,https://github.com/rust-embedded/meta-rust-bin,https://github.com/rust-embedded/meta-rust-bin,2016-09-02 06:04:55,2025-12-12 08:06:21,2025-12-12 08:06:16,313,5.0,80.0,20,155.0,26.0,47.0,122,,,,,,Yocto layer for installing Rust toolchain from pre-built binaries.,,,45.0,11,False,3,,,
59,snmp2,roboplc/snmp2,[],nmp,https://github.com/roboplc/snmp2,https://github.com/roboplc/snmp2,2024-12-28 20:04:55,2025-12-23 22:07:07,2025-12-23 22:07:06,102,14.0,17.0,1,13.0,3.0,6.0,44,,,,,,Dependency-free basic SNMP v1/v2/v3 client in Rust.,16.0,16.0,12.0,11,False,1,Apache-2.0,,
60,modbus-core,slowtec/modbus-core,[],modbus,https://github.com/slowtec/modbus-core,https://github.com/slowtec/modbus-core,2018-12-11 13:50:43,2025-10-31 10:39:52,2025-10-31 10:39:52,87,10.0,21.0,4,27.0,4.0,5.0,59,,,,,,A pure no-std Rust modbus library.,3.0,3.0,9.0,10,False,3,,,
61,mctp-rs,CodeConstruct/mctp-rs,[],platform-management,https://github.com/CodeConstruct/mctp-rs,https://github.com/CodeConstruct/mctp-rs,2024-03-18 22:52:25,2025-12-08 04:47:02,2025-12-08 01:25:20,327,23.0,10.0,5,39.0,1.0,2.0,14,,,,,,"Rust crates for MCTP protocol support, on Linux and embedded.",9.0,9.0,6.0,10,False,1,Apache-2.0,,
62,meta-slint,slint-ui/meta-slint,[],yocto-layers,https://github.com/slint-ui/meta-slint,https://github.com/slint-ui/meta-slint,2022-12-07 14:53:07,2025-12-18 09:17:04,2025-12-18 09:16:41,223,14.0,9.0,2,17.0,2.0,4.0,17,,,,,,A Yocto layer with recipes for building Slint.,,,7.0,9,False,1,MIT,,
63,finny,hashmismatch/finny.rs,[],fsm,https://github.com/hashmismatch/finny.rs,https://github.com/hashmismatch/finny.rs,2017-02-11 12:47:58,2024-04-13 15:26:44,2022-01-24 20:53:44,86,,6.0,3,12.0,3.0,6.0,73,2022-01-24 20:58:38,0.2.0,,,3.0,Finite State Machines for Rust.,3.0,3.0,1.0,8,False,3,,,
64,rust-extfsm,przygienda/rust-extfsm,[],fsm,https://github.com/przygienda/rust-extfsm,https://github.com/przygienda/rust-extfsm,2017-07-05 05:56:13,2022-01-30 19:10:29,2021-06-06 16:32:07,52,,7.0,3,4.0,,2.0,50,2018-08-08 05:45:30,0.8.0,,,1.0,Extended Finite State Machine library in Rust with internal event queue and entry/exit transitions.,,,5.0,8,False,3,Apache-2.0,,
65,memfault-linux-sdk,memfault/memfault-linux-sdk,[],ota-integration,https://github.com/memfault/memfault-linux-sdk,https://github.com/memfault/memfault-linux-sdk,2022-07-18 13:03:21,2025-11-20 19:49:35,2025-11-20 18:56:21,41,3.0,9.0,13,1.0,,,43,,,,,,"Memfault SDK for embedded Linux systems. Observability, logging, crash reporting, and updating all in one service...",,,3.0,7,False,1,,,
66,sunspec_rs,PeterGrace/sunspec_rs,[],smart-grid-protocols,https://github.com/PeterGrace/sunspec_rs,https://github.com/PeterGrace/sunspec_rs,2023-09-04 16:11:10,2025-12-11 16:33:33,2025-12-11 16:33:28,119,7.0,,1,3.0,,,3,2023-10-10 11:46:43,0.6.1,,,5.0,,1.0,1.0,,7,False,2,MIT,,
67,tss2-fapi-rs,tpm2-software/rust-tss-fapi,[],tpm,https://github.com/tpm2-software/rust-tss-fapi,https://github.com/tpm2-software/rust-tss-fapi,2024-08-16 13:18:55,2025-12-12 20:03:49,2025-12-12 19:59:45,54,14.0,1.0,3,2.0,,1.0,11,2025-12-12 20:04:53,0.6.2,8.0,0.0,9.0,Rust wrapper for the TSS 2.0 FAPI.,,,2.0,6,False,1,,,
68,sunspec,bikeshedder/sunspec,[],smart-grid-protocols,https://github.com/bikeshedder/sunspec,https://github.com/bikeshedder/sunspec,2023-10-31 20:28:16,2025-03-13 20:16:49,2025-03-13 19:55:48,94,,4.0,1,11.0,5.0,6.0,8,,,,,,Rust crate for accessing SunSpec compliant devices in a safe and convenient way.,1.0,1.0,3.0,6,False,3,Apache-2.0,,
