,name,github_id,labels,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,license,trending,updated_github_id
10,rust-skia,rust-skia/rust-skia,[],graphics,https://github.com/rust-skia/rust-skia,https://github.com/rust-skia/rust-skia,2018-12-07 07:25:31,2025-09-08 15:08:18,2025-09-08 15:08:14,4024,111.0,159.0,30,748.0,53.0,321.0,1641,,,300.0,4.0,100.0,Rust Bindings for the Skia Graphics Library.,9.0,9.0,65.0,23,True,1,MIT,,
11,ntpd-rs,pendulum-project/ntpd-rs,[],time-sync,https://github.com/pendulum-project/ntpd-rs,https://github.com/pendulum-project/ntpd-rs,2022-03-04 19:15:34,2025-09-18 01:05:17,2025-09-17 09:38:49,2860,52.0,58.0,17,1664.0,46.0,236.0,941,2025-08-29 13:50:09,1.6.2,5204.0,136.0,35.0,"A full-featured implementation of the Network Time Protocol, including NTS support.",11.0,11.0,34.0,22,False,1,,,
12,ros2_rust,ros2-rust/ros2_rust,[],robotics,https://github.com/ros2-rust/ros2_rust,https://github.com/ros2-rust/ros2_rust,2017-11-26 10:45:09,2025-09-08 02:07:53,2025-09-02 17:40:23,304,23.0,165.0,39,316.0,57.0,134.0,1205,2025-08-23 15:02:04,0.5.1,,,7.0,Rust bindings for ROS 2.,,,49.0,21,True,1,Apache-2.0,,
13,linux-embedded-hal,rust-embedded/linux-embedded-hal,[],hal,https://github.com/rust-embedded/linux-embedded-hal,https://github.com/rust-embedded/linux-embedded-hal,2018-01-16 23:34:53,2025-02-07 09:21:52,2025-02-07 09:20:44,213,,48.0,21,79.0,22.0,21.0,275,2024-01-12 09:32:50,0.4.0,,,5.0,Implementation of the `embedded-hal` traits for Linux devices.,1514.0,1514.0,29.0,21,True,1,Apache-2.0,,
14,rust-i2cdev,rust-embedded/rust-i2cdev,[],character-device-drivers,https://github.com/rust-embedded/rust-i2cdev,https://github.com/rust-embedded/rust-i2cdev,2015-08-19 04:21:00,2025-07-30 09:41:19,2025-07-30 09:34:13,222,3.0,55.0,18,61.0,6.0,26.0,220,2023-08-09 07:58:32,0.6.0,,,3.0,Rust library for interfacing with i2c devices under Linux.,1055.0,1055.0,30.0,21,True,1,Apache-2.0,,
15,kas,siemens/kas,[],yocto,https://github.com/siemens/kas,https://github.com/siemens/kas,2017-06-13 12:11:57,2025-09-15 20:15:00,2025-09-08 11:34:55,1091,17.0,185.0,24,47.0,23.0,99.0,485,,,,,,Setup tool for bitbake based projects.,96.0,96.0,80.0,20,True,1,MIT,,
16,rosrust,adnanademovic/rosrust,[],robotics,https://github.com/adnanademovic/rosrust,https://github.com/adnanademovic/rosrust,2016-07-12 11:05:32,2025-02-03 22:32:01,2025-02-03 22:31:20,708,,77.0,23,104.0,49.0,72.0,767,2020-08-24 14:04:42,0.9.5,,,19.0,Pure Rust implementation of a ROS client library.,235.0,235.0,19.0,19,True,3,MIT,,
17,gpio-cdev,rust-embedded/gpio-cdev,[],character-device-drivers,https://github.com/rust-embedded/gpio-cdev,https://github.com/rust-embedded/gpio-cdev,2018-03-03 23:48:44,2025-07-03 07:05:28,2025-07-03 07:02:51,132,4.0,39.0,20,49.0,10.0,26.0,224,2023-09-12 07:13:07,0.6.0,,,3.0,Rust interface to the Linux GPIO Character Device API (/dev/gpiochip...).,505.0,505.0,18.0,18,True,3,Apache-2.0,,
18,actions-rust-cross,houseabsolute/actions-rust-cross,[],ci,https://github.com/houseabsolute/actions-rust-cross,https://github.com/houseabsolute/actions-rust-cross,2023-03-05 16:57:05,2025-07-20 18:26:16,2025-07-20 18:26:11,126,2.0,21.0,2,8.0,5.0,32.0,187,2025-07-20 18:10:08,1.0.5,,,24.0,GitHub Action to compile Rust with cross.,1194.0,1194.0,7.0,18,True,1,Apache-2.0,-1.0,
19,divan,nvzqz/divan,[],tools,https://github.com/nvzqz/divan,https://github.com/nvzqz/divan,2023-06-30 05:01:57,2025-04-17 04:02:42,2025-04-14 22:32:17,480,,34.0,9,26.0,38.0,13.0,1224,,,,,,Fast and simple benchmarking for Rust projects.,1273.0,1273.0,9.0,17,True,2,Apache-2.0,,
20,opcua,locka99/opcua,[],icsp,https://github.com/locka99/opcua,https://github.com/locka99/opcua,2017-01-07 09:48:09,2025-04-08 02:12:35,2024-10-08 20:19:22,2200,,147.0,20,198.0,111.0,127.0,555,,,,,,A client and server implementation of the OPC UA specification written in Rust.,54.0,54.0,31.0,17,True,1,MPL-2.0,,
21,rs-matter,project-chip/rs-matter,[],home-automation-protocols,https://github.com/project-chip/rs-matter,https://github.com/project-chip/rs-matter,2022-12-12 16:43:43,2025-09-18 08:25:13,2025-09-18 08:25:12,673,40.0,50.0,43,218.0,33.0,54.0,421,,,,,,Rust implementation of the Matter protocol. Status: Experimental.,7.0,7.0,28.0,17,True,1,Apache-2.0,-1.0,
22,rust-fsm,eugene-babichenko/rust-fsm,[],fsm,https://github.com/eugene-babichenko/rust-fsm,https://github.com/eugene-babichenko/rust-fsm,2019-01-20 12:51:27,2025-07-21 09:41:06,2025-07-21 09:40:08,106,8.0,25.0,3,9.0,1.0,5.0,223,2025-07-21 09:44:10,0.8.0,,,5.0,Finite state machine framework for Rust with readable specifications.,160.0,160.0,7.0,17,True,1,MIT,,
23,embedded-hal-mock,dbrgn/embedded-hal-mock,[],hal,https://github.com/dbrgn/embedded-hal-mock,https://github.com/dbrgn/embedded-hal-mock,2018-03-25 13:08:52,2025-08-26 02:34:49,2025-08-26 02:34:46,185,2.0,25.0,8,103.0,10.0,22.0,138,,,,,,Mocks for testing embedded-hal based drivers without hardware access.,1051.0,1051.0,24.0,17,True,3,Apache-2.0,,
24,rust-ocpp,codelabsab/rust-ocpp,[],smart-grid-protocols,https://github.com/tommymalmqvist/rust-ocpp,https://github.com/tommymalmqvist/rust-ocpp,2021-06-04 08:32:04,2025-09-15 13:10:24,2025-09-03 17:59:10,306,5.0,27.0,8,161.0,4.0,26.0,92,2025-04-11 13:27:04,3.0.1,,,9.0,"Libraries for ocpp 1.6, 2.0.1 and 2.1.",25.0,25.0,11.0,17,False,1,Apache-2.0,,tommymalmqvist/rust-ocpp
25,meta-rust,meta-rust/meta-rust,[],yocto-layers,https://github.com/meta-rust/meta-rust,https://github.com/meta-rust/meta-rust,2014-10-20 21:31:22,2025-09-10 19:00:39,2025-09-10 19:00:39,978,17.0,132.0,22,285.0,63.0,103.0,227,,,,,,OpenEmbedded/Yocto layer for Rust and Cargo.,,,65.0,16,True,1,MIT,,
26,rust-spidev,rust-embedded/rust-spidev,[],character-device-drivers,https://github.com/rust-embedded/rust-spidev,https://github.com/rust-embedded/rust-spidev,2015-04-23 05:40:20,2025-03-04 10:07:15,2025-03-04 10:04:36,150,,32.0,16,37.0,1.0,10.0,133,2025-03-04 10:07:34,0.7.0,,,5.0,Rust library providing access to spidev devices under Linux.,824.0,824.0,16.0,16,True,3,Apache-2.0,,
27,rugix,silitics/rugix,[],tools,https://github.com/silitics/rugix,https://github.com/silitics/rugix,2023-05-18 20:21:06,2025-09-17 12:30:14,2025-09-17 12:30:11,839,88.0,12.0,5,12.0,12.0,54.0,101,2025-07-15 21:36:10,0.8.13,400.0,19.0,32.0,A suite of open-source tools to build and deploy reliable embedded Linux devices at scale with efficient and secure..,,,6.0,16,True,3,Apache-2.0,,
28,ftdi-embedded-hal,ftdi-rs/ftdi-embedded-hal,[],chip-drivers,https://github.com/ftdi-rs/ftdi-embedded-hal,https://github.com/ftdi-rs/ftdi-embedded-hal,2021-09-26 16:00:45,2025-08-21 01:47:48,2025-08-21 01:47:43,118,3.0,21.0,3,63.0,4.0,9.0,40,2025-06-01 21:19:28,0.23.2,,,19.0,Implementation of Rust Embedded HAL traits for FTDI devices.,59.0,59.0,15.0,16,False,1,MIT,,
29,statig,mdeloof/statig,[],fsm,https://github.com/mdeloof/statig,https://github.com/mdeloof/statig,2021-08-19 20:51:31,2025-07-05 14:56:13,2025-07-05 14:56:07,164,7.0,32.0,7,32.0,4.0,35.0,712,,,,,,Hierarchical state machines for designing event-driven systems.,42.0,42.0,14.0,15,True,2,MIT,,
30,dbus-rs,diwic/dbus-rs,['dbus'],ipc,https://github.com/diwic/dbus-rs,https://github.com/diwic/dbus-rs,2014-11-23 12:14:49,2025-09-02 03:31:50,2025-09-02 03:30:57,1144,4.0,134.0,10,193.0,13.0,253.0,635,,,,,,D-Bus binding for the Rust language.,4.0,4.0,93.0,15,False,2,,,
31,onnxruntime,nbigaouette/onnxruntime-rs,['x86_64'],aie,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,2020-08-04 03:04:15,2024-03-06 16:33:46,2022-07-19 00:34:22,447,,102.0,12,67.0,48.0,20.0,307,,,,,,Rust wrapper for Microsofts ONNX Runtime (version 1.8).,217.0,217.0,9.0,15,False,3,Apache-2.0,,
32,statime,pendulum-project/statime,[],time-sync,https://github.com/pendulum-project/statime,https://github.com/pendulum-project/statime,2022-01-04 09:29:54,2025-09-16 10:07:03,2025-06-26 12:13:38,855,1.0,26.0,11,656.0,19.0,34.0,258,2025-03-13 09:48:42,0.4.0,554.0,24.0,11.0,Implementation of the Precision Time Protocol (PTP) in Rust.,5.0,5.0,22.0,15,False,3,,-2.0,
33,rustbus,KillingSpark/rustbus,['dbus'],ipc,https://github.com/KillingSpark/rustbus,https://github.com/KillingSpark/rustbus,2020-01-22 11:05:05,2024-06-22 14:58:39,2024-06-22 14:58:38,679,,14.0,5,72.0,8.0,45.0,60,2023-08-29 16:50:59,0.19.3,,,22.0,Dbus transport in pure rust.,150.0,150.0,17.0,15,False,2,MIT,,
34,rust-industrial-io,fpagliughi/rust-industrial-io,[],iio,https://github.com/fpagliughi/rust-industrial-io,https://github.com/fpagliughi/rust-industrial-io,2018-10-07 23:42:44,2025-09-18 03:18:15,2025-09-13 23:13:13,170,8.0,25.0,4,19.0,5.0,11.0,52,2024-12-10 16:52:12,0.6.0,,,9.0,Rust interface to the Linux Industrial I/O subsystem.,16.0,16.0,13.0,15,False,1,MIT,,
35,r2r,sequenceplanner/r2r,[],robotics,https://github.com/sequenceplanner/r2r,https://github.com/sequenceplanner/r2r,2019-08-20 09:10:16,2025-04-22 08:30:50,2025-04-22 08:27:18,346,,50.0,14,66.0,9.0,51.0,382,,,,,,Minimal ROS 2 Rust bindings.,153.0,153.0,29.0,14,False,3,,,
36,openleadr-rs,OpenLEADR/openleadr-rs,[],smart-grid-protocols,https://github.com/OpenLEADR/openleadr-rs,https://github.com/OpenLEADR/openleadr-rs,2024-10-01 13:50:22,2025-09-18 10:01:11,2025-09-17 07:50:11,176,29.0,11.0,9,220.0,22.0,36.0,54,2025-09-03 13:49:31,0.1.0,,,4.0,OpenADR 3.0 VTN and VEN implementation in Rust.,,,11.0,13,False,2,,,
37,cargo-call-stack,japaric/cargo-call-stack,[],tools,https://github.com/japaric/cargo-call-stack,https://github.com/japaric/cargo-call-stack,2018-12-03 01:52:30,2024-10-28 17:29:02,2024-10-28 17:27:44,192,,51.0,11,57.0,37.0,23.0,640,,,,,,Whole program static stack analysis.,1.0,1.0,11.0,12,True,3,Apache-2.0,,
38,meta-rust-bin,rust-embedded/meta-rust-bin,[],yocto-layers,https://github.com/rust-embedded/meta-rust-bin,https://github.com/rust-embedded/meta-rust-bin,2016-09-02 06:04:55,2025-08-08 08:13:13,2025-08-08 08:13:13,306,6.0,77.0,22,149.0,27.0,45.0,119,,,,,,Yocto layer for installing Rust toolchain from pre-built binaries.,,,43.0,12,False,2,,,
39,mctp-rs,CodeConstruct/mctp-rs,[],platform-management,https://github.com/CodeConstruct/mctp-rs,https://github.com/CodeConstruct/mctp-rs,2024-03-18 22:52:25,2025-09-17 03:08:45,2025-09-16 09:08:20,303,139.0,8.0,5,31.0,1.0,2.0,10,,,,,,"Rust crates for MCTP protocol support, on Linux and embedded.",8.0,8.0,3.0,11,False,1,Apache-2.0,,
40,duvet,awslabs/duvet,[],tools,https://github.com/awslabs/duvet,https://github.com/awslabs/duvet,2021-06-01 21:00:39,2025-08-29 19:20:01,2025-08-29 19:19:59,78,1.0,16.0,10,137.0,36.0,15.0,85,2024-06-08 00:09:19,0.3.0,,,2.0,A requirements traceability tool.,,,13.0,10,False,3,Apache-2.0,,
41,meta-slint,slint-ui/meta-slint,[],yocto-layers,https://github.com/slint-ui/meta-slint,https://github.com/slint-ui/meta-slint,2022-12-07 14:53:07,2025-09-11 16:44:06,2025-09-11 16:21:09,209,11.0,8.0,4,15.0,2.0,4.0,16,,,,,,A Yocto layer with recipes for building Slint.,,,6.0,10,False,3,MIT,,
42,finny,hashmismatch/finny.rs,[],fsm,https://github.com/hashmismatch/finny.rs,https://github.com/hashmismatch/finny.rs,2017-02-11 12:47:58,2024-04-13 15:26:44,2022-01-24 20:53:44,86,,6.0,3,12.0,3.0,6.0,73,2022-01-24 20:58:38,0.2.0,,,3.0,Finite State Machines for Rust.,3.0,3.0,1.0,8,False,3,,,
43,rust-extfsm,przygienda/rust-extfsm,[],fsm,https://github.com/przygienda/rust-extfsm,https://github.com/przygienda/rust-extfsm,2017-07-05 05:56:13,2022-01-30 19:10:29,2021-06-06 16:32:07,52,,7.0,3,4.0,,2.0,49,2018-08-08 05:45:30,0.8.0,,,1.0,Extended Finite State Machine library in Rust with internal event queue and entry/exit transitions.,,,5.0,8,False,3,Apache-2.0,,
44,snmp2,roboplc/snmp2,[],others,https://github.com/roboplc/snmp2,https://github.com/roboplc/snmp2,2024-12-28 20:04:55,2025-04-02 21:34:29,2025-04-02 21:34:29,85,,7.0,1,5.0,2.0,3.0,38,,,,,,Dependency-free basic SNMP v1/v2/v3 client in Rust.,8.0,8.0,6.0,8,False,1,Apache-2.0,,
45,sunspec_rs,PeterGrace/sunspec_rs,[],smart-grid-protocols,https://github.com/PeterGrace/sunspec_rs,https://github.com/PeterGrace/sunspec_rs,2023-09-04 16:11:10,2025-07-02 00:40:58,2025-07-02 00:40:50,112,16.0,,2,3.0,,,2,2023-10-10 11:46:43,0.6.1,,,5.0,,1.0,1.0,,7,False,2,MIT,,
46,memfault-linux-sdk,memfault/memfault-linux-sdk,[],ota-integration,https://github.com/memfault/memfault-linux-sdk,https://github.com/memfault/memfault-linux-sdk,2022-07-18 13:03:21,2025-08-18 19:28:53,2025-08-18 19:28:12,38,2.0,7.0,13,1.0,,,40,,,,,,"Memfault SDK for embedded Linux systems. Observability, logging, crash reporting, and updating all in one service...",,,3.0,6,False,1,,,
47,sunspec,bikeshedder/sunspec,[],smart-grid-protocols,https://github.com/bikeshedder/sunspec,https://github.com/bikeshedder/sunspec,2023-10-31 20:28:16,2025-03-13 20:16:49,2025-03-13 19:55:48,94,,4.0,2,11.0,5.0,6.0,8,,,,,,Rust crate for accessing SunSpec compliant devices in a safe and convenient way.,1.0,1.0,3.0,6,False,3,Apache-2.0,,
48,dbus-bytestream,srwalter/dbus-bytestream,['dbus'],ipc,https://github.com/srwalter/dbus-bytestream,https://github.com/srwalter/dbus-bytestream,2015-06-28 04:47:09,2018-10-18 13:29:47,2018-10-18 13:29:46,72,,4.0,3,9.0,4.0,1.0,6,,,,,,Native D-Bus implementation for Rust.,6.0,6.0,4.0,6,False,3,LGPL-2.1,,
49,tokio-sunspec,lukaskirner/tokio-sunspec,[],smart-grid-protocols,https://github.com/lukaskirner/tokio-sunspec,https://github.com/lukaskirner/tokio-sunspec,2022-12-28 20:38:56,2023-03-22 14:31:23,2023-03-22 14:31:23,33,,2.0,1,10.0,,1.0,5,2023-03-22 13:34:10,0.2.2,,,2.0,A tokio-based SunSpec library.,,,3.0,6,False,3,Apache-2.0,,
50,snmp_mp,davedufresne/modern_snmp,[],others,https://github.com/davedufresne/modern_snmp,https://github.com/davedufresne/modern_snmp,2020-07-18 13:10:42,2024-08-23 15:39:30,2024-08-23 15:36:50,33,,5.0,2,4.0,1.0,1.0,29,,,,,,A pure-Rust library for SNMPv3.,,,2.0,5,False,3,Apache-2.0,,
51,knxkit,knxkit/knxkit,[],home-automation-protocols,https://github.com/knxkit/knxkit,https://github.com/knxkit/knxkit,2024-12-27 13:29:21,2025-01-02 21:19:03,2025-01-02 21:18:58,49,,,1,,,,4,,,,,,,3.0,3.0,,5,False,3,EPL-2.0,,
52,libmburs,Lexicality/libmburs,[],smart-grid-protocols,https://github.com/Lexicality/libmburs,https://github.com/Lexicality/libmburs,2023-02-12 12:39:51,2025-07-02 21:54:45,2025-07-02 21:53:39,105,11.0,,1,,,,1,,,,,,For when you want to talk to an m-bus device but dont want to use C.,,,,5,False,3,EUPL-1.2,,
53,dbus-pure,Arnavion/dbus-pure,['dbus'],ipc,https://github.com/Arnavion/dbus-pure,https://github.com/Arnavion/dbus-pure,2019-12-26 05:04:22,2025-06-30 01:39:39,2025-06-30 01:39:15,69,1.0,5.0,2,3.0,,,13,,,,,,Pure Rust implementation of a D-Bus client.,,,2.0,4,False,3,Apache-2.0,,
54,tss2-fapi-rs,tpm2-software/rust-tss-fapi,[],tpm,https://github.com/tpm2-software/rust-tss-fapi,https://github.com/tpm2-software/rust-tss-fapi,2024-08-16 13:18:55,2025-04-24 14:25:22,2025-04-24 14:22:50,40,,,3,2.0,,1.0,10,2025-04-24 14:26:37,0.5.8,7.0,0.0,6.0,Rust wrapper for the TSS 2.0 FAPI.,,,2.0,4,False,1,,-1.0,
55,connman-rs,jmagnuson/connman-rs,['dbus'],net-man,https://github.com/jmagnuson/connman-rs,https://github.com/jmagnuson/connman-rs,2019-04-30 04:59:46,2023-01-16 14:38:00,2022-04-26 03:15:47,49,,3.0,2,14.0,1.0,1.0,5,,,,,,ConnMan D-Bus bindings in Rust.,,,2.0,4,False,1,Apache-2.0,,
56,eebus-rust,DerAndereAndi/eebus-rust,[],smart-grid-protocols,https://github.com/DerAndereAndi/eebus-rust,https://github.com/DerAndereAndi/eebus-rust,2022-03-22 15:35:15,2022-04-13 20:05:04,2022-04-13 20:04:58,31,,1.0,1,1.0,,,3,,,,,,Very basic EEBUS protocol implementation in Rust.,,,2.0,4,False,3,MIT,,
57,knx-rust,memoos/knx-rust,[],home-automation-protocols,https://github.com/memoos/knx-rust,https://github.com/memoos/knx-rust,2024-04-15 09:00:56,2024-05-02 11:49:55,2024-05-02 11:26:38,15,,1.0,1,,,,3,2024-05-02 11:27:58,0.0.1,,,1.0,Library implementing the KNXNet/Ip protocol.,,,,3,False,3,,,
58,meta-rugix,silitics/meta-rugix,[],yocto-layers,https://github.com/silitics/meta-rugix,https://github.com/silitics/meta-rugix,2025-04-10 19:04:02,2025-08-19 14:10:32,2025-07-23 16:19:51,17,3.0,1.0,1,3.0,1.0,,3,,,,,,Yocto layers for Rugix.,,,2.0,3,False,3,Apache-2.0,,
59,mockalloc,diggsey/mockalloc,[],testing,https://github.com/Diggsey/mockalloc,https://github.com/Diggsey/mockalloc,2020-11-13 02:37:34,2024-03-20 12:49:57,2024-03-20 12:49:56,9,,2.0,2,1.0,,1.0,13,,,,,,Rust library for testing code relying on the global allocator.,28.0,28.0,2.0,2,False,3,,,
60,pps-time,pendulum-project/pps-time,[],time-sync,https://github.com/pendulum-project/pps-time,https://github.com/pendulum-project/pps-time,2024-12-12 15:10:51,2025-01-10 14:14:10,2025-01-10 14:13:30,14,,1.0,7,,1.0,,2,,,,,,A Rust interface for PPS devices.,2.0,2.0,,2,False,3,,,
61,async-rustbus,cmaves/async-rustbus,['dbus'],ipc,https://github.com/cmaves/async-rustbus,https://github.com/cmaves/async-rustbus,2021-02-25 08:44:13,2023-08-13 03:17:40,2023-08-13 03:17:20,85,,1.0,1,3.0,3.0,1.0,2,,,,,,An asynchronous implementation of the DBus protocol based on rustbus.,4.0,4.0,,2,False,3,,,
