,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id
13,cargo-zigbuild,rust-cross/cargo-zigbuild,[],compilation,https://github.com/rust-cross/cargo-zigbuild,https://github.com/rust-cross/cargo-zigbuild,MIT,2022-02-16 06:38:36,2026-01-14 00:09:00,2026-01-12 11:46:29,618,11.0,81.0,10,191.0,49.0,128.0,2282,2026-01-12 11:50:07,0.21.1,355926.0,7572.0,96.0,Compile Cargo project with zig as linker.,149.0,149.0,35.0,25,True,3,,
14,zbus,dbus2/zbus,['dbus'],ipc,https://github.com/z-galaxy/zbus,https://github.com/z-galaxy/zbus,,2023-05-11 07:39:49,2026-01-22 12:40:53,2026-01-22 12:40:52,6012,187.0,137.0,4,1085.0,92.0,489.0,635,2026-01-19 15:32:42,zbus-5.13.2,,,100.0,Rust D-Bus crate.,42512.0,42512.0,136.0,25,False,1,,z-galaxy/zbus
15,cargo-about,EmbarkStudios/cargo-about,[],tools,https://github.com/EmbarkStudios/cargo-about,https://github.com/EmbarkStudios/cargo-about,Apache-2.0,2019-11-01 08:38:11,2026-01-12 13:15:30,2026-01-12 13:15:06,225,7.0,43.0,3,204.0,25.0,67.0,696,2025-12-04 10:24:08,0.8.4,171355.0,2315.0,38.0,Cargo plugin to generate list of all licenses for a crate.,61.0,61.0,30.0,23,True,2,,
16,cozo,cozodb/cozo,[],edb,https://github.com/cozodb/cozo,https://github.com/cozodb/cozo,MPL-2.0,2022-10-14 09:28:11,2024-12-04 12:49:06,2024-12-04 12:49:06,1813,,124.0,42,40.0,40.0,114.0,3830,2023-12-11 09:09:22,0.7.6,20290.0,520.0,19.0,"A transactional, relational-graph-vector database that uses Datalog for query. The hippocampus for AI!.",41.0,41.0,21.0,22,False,2,,
17,rust-skia,rust-skia/rust-skia,[],graphics,https://github.com/rust-skia/rust-skia,https://github.com/rust-skia/rust-skia,MIT,2018-12-07 07:25:31,2026-01-12 05:28:14,2026-01-12 05:28:14,4117,63.0,165.0,27,768.0,56.0,333.0,1702,,,222.0,2.0,100.0,Rust Bindings for the Skia Graphics Library.,9.0,9.0,65.0,22,True,1,,
18,ntpd-rs,pendulum-project/ntpd-rs,[],time-sync,https://github.com/pendulum-project/ntpd-rs,https://github.com/pendulum-project/ntpd-rs,,2022-03-04 19:15:34,2026-01-22 16:35:02,2026-01-22 16:28:59,2923,37.0,74.0,15,1778.0,56.0,245.0,994,2025-08-29 13:50:09,1.6.2,7415.0,176.0,37.0,"A full-featured implementation of the Network Time Protocol, including NTS support.",13.0,13.0,37.0,22,False,1,,
19,linux-embedded-hal,rust-embedded/linux-embedded-hal,[],hal,https://github.com/rust-embedded/linux-embedded-hal,https://github.com/rust-embedded/linux-embedded-hal,Apache-2.0,2018-01-16 23:34:53,2025-11-06 22:18:55,2025-11-06 22:17:07,220,3.0,52.0,19,82.0,23.0,22.0,296,2025-11-10 09:09:05,0.4.1,,,6.0,Implementation of the `embedded-hal` traits for Linux devices.,1597.0,1597.0,31.0,22,True,1,,
20,rust-i2cdev,rust-embedded/rust-i2cdev,[],character-device-drivers,https://github.com/rust-embedded/rust-i2cdev,https://github.com/rust-embedded/rust-i2cdev,Apache-2.0,2015-08-19 04:21:00,2025-11-12 17:28:13,2025-11-12 17:18:17,230,8.0,56.0,16,63.0,5.0,26.0,226,2025-11-11 12:34:01,0.6.2,,,4.0,Rust library for interfacing with i2c devices under Linux.,1075.0,1075.0,30.0,22,True,1,,
21,ros2_rust,ros2-rust/ros2_rust,[],robotics,https://github.com/ros2-rust/ros2_rust,https://github.com/ros2-rust/ros2_rust,Apache-2.0,2017-11-26 10:45:09,2026-01-18 18:44:52,2026-01-18 18:43:23,335,27.0,183.0,38,350.0,62.0,143.0,1336,2026-01-18 18:44:57,0.7.0,,,9.0,Rust bindings for ROS 2.,,,51.0,21,True,1,,
22,kas,siemens/kas,[],yocto,https://github.com/siemens/kas,https://github.com/siemens/kas,MIT,2017-06-13 12:11:57,2026-01-21 16:39:37,2025-12-05 06:45:16,1130,11.0,192.0,23,51.0,25.0,102.0,528,,,,,,Setup tool for bitbake based projects.,97.0,97.0,82.0,21,True,1,,
23,puffin,EmbarkStudios/puffin,[],tools,https://github.com/EmbarkStudios/puffin,https://github.com/EmbarkStudios/puffin,Apache-2.0,2020-08-10 09:03:31,2025-09-16 11:29:02,2025-09-16 11:29:00,344,,97.0,13,202.0,35.0,42.0,1659,2024-01-17 10:32:04,puffin-0.19.0,,,6.0,Friendly little instrumentation profiler for Rust.,1264.0,1264.0,41.0,20,True,3,,
24,cyclonedx-rust-cargo,CycloneDX/cyclonedx-rust-cargo,[],tools,https://github.com/CycloneDX/cyclonedx-rust-cargo,https://github.com/CycloneDX/cyclonedx-rust-cargo,Apache-2.0,2019-05-21 20:48:15,2025-12-10 16:02:19,2025-12-08 11:05:02,1229,6.0,49.0,7,698.0,47.0,75.0,151,2024-11-30 01:45:09,cargo-cyclonedx-0.5.7,218820.0,3171.0,15.0,Creates CycloneDX Software Bill of Materials (SBOM) from Rust (Cargo) projects.,7.0,7.0,36.0,20,True,3,,
25,Tonbo,tonbo-io/tonbo,[],edb,https://github.com/tonbo-io/tonbo,https://github.com/tonbo-io/tonbo,Apache-2.0,2024-07-15 03:23:00,2026-01-14 13:00:35,2026-01-07 15:49:59,661,167.0,90.0,17,423.0,31.0,126.0,1466,2025-04-10 03:57:36,0.3.2,,,4.0,Tonbo is an embedded database for serverless and edge runtimes.,1.0,1.0,23.0,19,True,3,,
26,rosrust,adnanademovic/rosrust,[],robotics,https://github.com/adnanademovic/rosrust,https://github.com/adnanademovic/rosrust,MIT,2016-07-12 11:05:32,2025-02-03 22:32:01,2025-02-03 22:31:20,708,,82.0,23,104.0,55.0,72.0,775,2020-08-24 14:04:42,0.9.5,,,19.0,Pure Rust implementation of a ROS client library.,236.0,236.0,19.0,19,True,3,,
27,crash-handling,EmbarkStudios/crash-handling,[],tools,https://github.com/EmbarkStudios/crash-handling,https://github.com/EmbarkStudios/crash-handling,Apache-2.0,2021-11-08 13:54:34,2026-01-13 08:45:21,2026-01-13 08:42:25,188,6.0,23.0,7,66.0,13.0,32.0,168,2026-01-13 08:49:43,crash-handler-0.7.0,,,34.0,Collection of crates to deal with crashes.,343.0,343.0,12.0,19,True,3,,
28,Native DB,vincent-herlemont/native_db,[],edb,https://github.com/vincent-herlemont/native_db,https://github.com/vincent-herlemont/native_db,MIT,2023-05-09 19:14:39,2026-01-16 18:33:42,2025-10-10 10:02:26,483,,35.0,5,370.0,28.0,51.0,669,2025-07-08 09:47:49,0.8.2,,,28.0,Drop-in embedded database in Rust.,79.0,79.0,19.0,18,True,3,,
29,divan,nvzqz/divan,[],tools,https://github.com/nvzqz/divan,https://github.com/nvzqz/divan,Apache-2.0,2023-06-30 05:01:57,2025-04-17 04:02:42,2025-04-14 22:32:17,480,,38.0,8,29.0,44.0,13.0,1320,,,,,,Fast and simple benchmarking for Rust projects.,1458.0,1458.0,9.0,17,True,3,,
30,PoloDB,PoloDB/PoloDB,[],edb,https://github.com/PoloDB/PoloDB,https://github.com/PoloDB/PoloDB,Apache-2.0,2020-08-01 09:03:18,2025-10-13 20:51:07,2025-05-15 23:56:43,776,,56.0,14,135.0,26.0,50.0,1167,2025-05-15 23:26:34,5.1.4,807.0,22.0,21.0,PoloDB is an embedded document database.,3.0,3.0,17.0,17,True,3,,
31,opcua,locka99/opcua,[],icsp,https://github.com/locka99/opcua,https://github.com/locka99/opcua,MPL-2.0,2017-01-07 09:48:09,2025-04-08 02:12:35,2024-10-08 20:19:22,2200,,147.0,19,199.0,111.0,127.0,564,,,,,,A client and server implementation of the OPC UA specification written in Rust.,57.0,57.0,31.0,17,False,1,,
32,tokio-modbus,slowtec/tokio-modbus,[],modbus,https://github.com/slowtec/tokio-modbus,https://github.com/slowtec/tokio-modbus,Apache-2.0,2017-10-21 19:51:54,2025-12-07 10:56:43,2025-12-07 10:56:41,507,1.0,143.0,14,220.0,33.0,105.0,524,,,,,,A tokio-based modbus library.,380.0,380.0,36.0,17,True,1,-1.0,
33,rs-matter,project-chip/rs-matter,[],home-automation-protocols,https://github.com/project-chip/rs-matter,https://github.com/project-chip/rs-matter,Apache-2.0,2022-12-12 16:43:43,2026-01-20 20:37:34,2026-01-20 20:37:33,719,16.0,65.0,39,257.0,44.0,62.0,475,,,,,,Rust implementation of the Matter protocol.,9.0,9.0,32.0,17,True,1,,
34,gpio-cdev,rust-embedded/gpio-cdev,[],character-device-drivers,https://github.com/rust-embedded/gpio-cdev,https://github.com/rust-embedded/gpio-cdev,Apache-2.0,2018-03-03 23:48:44,2025-07-03 07:05:28,2025-07-03 07:02:51,132,,39.0,18,49.0,10.0,26.0,230,2023-09-12 07:13:07,0.6.0,,,3.0,Rust interface to the Linux GPIO Character Device API (/dev/gpiochip...).,525.0,525.0,18.0,17,True,3,,
35,actions-rust-cross,houseabsolute/actions-rust-cross,[],ci,https://github.com/houseabsolute/actions-rust-cross,https://github.com/houseabsolute/actions-rust-cross,Apache-2.0,2023-03-05 16:57:05,2025-12-20 04:39:36,2025-12-20 04:16:51,127,1.0,22.0,1,8.0,4.0,33.0,206,2025-07-20 18:10:08,1.0.5,,,24.0,GitHub Action to compile Rust with cross.,1285.0,1285.0,7.0,17,True,1,,
36,embedded-hal-mock,dbrgn/embedded-hal-mock,[],hal,https://github.com/dbrgn/embedded-hal-mock,https://github.com/dbrgn/embedded-hal-mock,Apache-2.0,2018-03-25 13:08:52,2025-11-24 15:11:28,2025-11-24 15:11:21,186,1.0,26.0,6,106.0,11.0,22.0,141,,,,,,Mocks for testing embedded-hal based drivers without hardware access.,1138.0,1138.0,24.0,17,True,3,,
37,rust-spidev,rust-embedded/rust-spidev,[],character-device-drivers,https://github.com/rust-embedded/rust-spidev,https://github.com/rust-embedded/rust-spidev,Apache-2.0,2015-04-23 05:40:20,2025-10-31 14:10:45,2025-10-28 20:16:36,159,4.0,35.0,14,42.0,1.0,10.0,138,2025-10-31 14:11:44,0.7.1,,,7.0,Rust library providing access to spidev devices under Linux.,844.0,844.0,18.0,17,True,3,,
38,rust-ocpp,codelabsab/rust-ocpp,[],smart-grid-protocols,https://github.com/tommymalmqvist/rust-ocpp,https://github.com/tommymalmqvist/rust-ocpp,Apache-2.0,2021-06-04 08:32:04,2025-12-10 12:10:04,2025-11-30 08:18:35,309,3.0,29.0,7,166.0,,27.0,95,2025-11-30 08:20:21,3.0.4,,,11.0,"Libraries for ocpp 1.6, 2.0.1 and 2.1.",25.0,25.0,11.0,17,False,1,,tommymalmqvist/rust-ocpp
39,statig,mdeloof/statig,[],fsm,https://github.com/mdeloof/statig,https://github.com/mdeloof/statig,MIT,2021-08-19 20:51:31,2025-11-29 12:49:39,2025-11-29 12:49:38,167,3.0,35.0,6,35.0,4.0,38.0,745,,,,,,Hierarchical state machines for designing event-driven systems.,48.0,48.0,16.0,16,True,1,,
40,statime,pendulum-project/statime,[],time-sync,https://github.com/pendulum-project/statime,https://github.com/pendulum-project/statime,,2022-01-04 09:29:54,2026-01-22 16:31:01,2026-01-22 16:28:54,871,7.0,27.0,9,711.0,23.0,34.0,279,2025-03-13 09:48:42,0.4.0,678.0,25.0,11.0,Implementation of the Precision Time Protocol (PTP) in Rust.,9.0,9.0,22.0,16,False,3,,
41,rugix,silitics/rugix,[],tools,https://github.com/rugix/rugix,https://github.com/rugix/rugix,Apache-2.0,2023-05-18 20:21:06,2026-01-22 13:22:12,2026-01-22 13:22:08,889,32.0,17.0,4,14.0,14.0,56.0,116,2025-11-24 06:41:57,0.8.15,710.0,28.0,34.0,A suite of open-source tools to build and deploy reliable embedded Linux devices at scale with efficient and secure..,,,6.0,16,True,3,,rugix/rugix
42,modbus-rs,hirschenberger/modbus-rs,[],modbus,https://github.com/hirschenberger/modbus-rs,https://github.com/hirschenberger/modbus-rs,MIT,2015-11-03 01:00:32,2025-12-01 08:35:32,2025-12-01 08:35:30,173,3.0,26.0,8,21.0,5.0,15.0,106,2023-12-20 11:37:30,1.1.0,,,23.0,Modbus implementation in pure Rust.,43.0,43.0,11.0,16,True,2,,
43,dbus-rs,diwic/dbus-rs,['dbus'],ipc,https://github.com/diwic/dbus-rs,https://github.com/diwic/dbus-rs,,2014-11-23 12:14:49,2025-12-18 21:22:24,2025-12-18 21:22:24,1152,6.0,140.0,9,197.0,11.0,258.0,654,,,,,,D-Bus binding for the Rust language.,5.0,5.0,95.0,15,False,2,,
44,ssh2-rs,alexcrichton/ssh2-rs,['c-dependency'],ssh,https://github.com/alexcrichton/ssh2-rs,https://github.com/alexcrichton/ssh2-rs,Apache-2.0,2014-09-18 05:10:52,2025-02-01 17:21:52,2025-02-01 17:11:01,572,,154.0,6,145.0,46.0,162.0,547,,,,,,Rust bindings for libssh2.,,,78.0,15,True,3,,
45,onnxruntime,nbigaouette/onnxruntime-rs,['x86_64'],aie,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,Apache-2.0,2020-08-04 03:04:15,2024-03-06 16:33:46,2022-07-19 00:34:22,447,,102.0,10,67.0,48.0,20.0,319,,,,,,Rust wrapper for Microsofts ONNX Runtime (version 1.8).,222.0,222.0,9.0,15,False,3,,
46,rust-fsm,eugene-babichenko/rust-fsm,[],fsm,https://github.com/eugene-babichenko/rust-fsm,https://github.com/eugene-babichenko/rust-fsm,MIT,2019-01-20 12:51:27,2025-07-21 09:41:06,2025-07-21 09:40:08,106,,26.0,3,11.0,1.0,5.0,244,2025-07-21 09:44:10,0.8.0,,,5.0,Finite state machine framework for Rust with readable specifications.,162.0,162.0,7.0,15,True,2,,
47,meta-rust,meta-rust/meta-rust,[],yocto-integration,https://github.com/meta-rust/meta-rust,https://github.com/meta-rust/meta-rust,MIT,2014-10-20 21:31:22,2025-11-29 03:37:33,2025-11-29 03:37:33,990,9.0,132.0,21,288.0,63.0,103.0,235,,,,,,OpenEmbedded/Yocto layer for Rust and Cargo.,,,67.0,15,True,1,,
48,rmodbus,alttch/rmodbus,[],modbus,https://github.com/alttch/rmodbus,https://github.com/alttch/rmodbus,Apache-2.0,2020-09-13 14:25:14,2025-09-29 00:31:51,2025-09-29 00:31:46,297,,30.0,3,32.0,2.0,18.0,164,,,,,,Modbus framework for Rust.,61.0,61.0,21.0,15,True,3,,
49,russh-sftp,AspectUnk/russh-sftp,['pure-rust'],sftp,https://github.com/AspectUnk/russh-sftp,https://github.com/AspectUnk/russh-sftp,Apache-2.0,2022-12-09 11:20:58,2025-10-21 20:49:14,2025-04-17 21:56:19,156,,34.0,3,45.0,15.0,27.0,90,,,,,,SFTP subsystem supported server and client for Russh.,229.0,229.0,17.0,15,False,1,,
50,rustbus,KillingSpark/rustbus,['dbus'],ipc,https://github.com/KillingSpark/rustbus,https://github.com/KillingSpark/rustbus,MIT,2020-01-22 11:05:05,2024-06-22 14:58:39,2024-06-22 14:58:38,679,,14.0,4,72.0,8.0,45.0,63,2023-08-29 16:50:59,0.19.3,,,22.0,Dbus transport in pure rust.,157.0,157.0,17.0,15,False,2,,
51,ftdi-embedded-hal,ftdi-rs/ftdi-embedded-hal,[],chip-drivers,https://github.com/ftdi-rs/ftdi-embedded-hal,https://github.com/ftdi-rs/ftdi-embedded-hal,MIT,2021-09-26 16:00:45,2026-01-03 18:44:06,2026-01-03 18:42:37,122,4.0,22.0,2,66.0,5.0,10.0,41,2026-01-03 18:44:06,0.24.0,,,20.0,Implementation of Rust Embedded HAL traits for FTDI devices.,60.0,60.0,16.0,15,False,1,,
52,r2r,sequenceplanner/r2r,[],robotics,https://github.com/sequenceplanner/r2r,https://github.com/sequenceplanner/r2r,,2019-08-20 09:10:16,2025-04-22 08:30:50,2025-04-22 08:27:18,346,,52.0,13,66.0,9.0,51.0,408,,,,,,Minimal ROS 2 Rust bindings.,160.0,160.0,29.0,14,False,3,,
53,rust-industrial-io,fpagliughi/rust-industrial-io,[],iio,https://github.com/fpagliughi/rust-industrial-io,https://github.com/fpagliughi/rust-industrial-io,MIT,2018-10-07 23:42:44,2025-09-18 03:18:15,2025-09-13 23:13:13,170,,25.0,4,19.0,5.0,11.0,56,2024-12-10 16:52:12,0.6.0,,,9.0,Rust interface to the Linux Industrial I/O subsystem.,20.0,20.0,13.0,14,False,1,,
54,openleadr-rs,OpenLEADR/openleadr-rs,[],smart-grid-protocols,https://github.com/OpenLEADR/openleadr-rs,https://github.com/OpenLEADR/openleadr-rs,,2024-10-01 13:50:22,2026-01-19 19:59:03,2026-01-19 19:50:02,220,34.0,17.0,9,275.0,26.0,39.0,64,2025-10-27 14:06:26,0.1.1,,,5.0,OpenADR 3.0 VTN and VEN implementation in Rust.,,,12.0,13,False,2,,
55,cargo-call-stack,japaric/cargo-call-stack,[],tools,https://github.com/japaric/cargo-call-stack,https://github.com/japaric/cargo-call-stack,Apache-2.0,2018-12-03 01:52:30,2024-10-28 17:29:02,2024-10-28 17:27:44,192,,51.0,9,57.0,37.0,23.0,648,,,,,,Whole program static stack analysis.,1.0,1.0,11.0,12,False,3,,
56,SSH,RustCrypto/SSH,['pure-rust'],ssh,https://github.com/RustCrypto/SSH,https://github.com/RustCrypto/SSH,,2022-09-25 17:17:29,2026-01-21 18:06:46,2026-01-21 18:04:38,345,27.0,47.0,2,394.0,10.0,52.0,206,,,,,,Pure Rust implementation of components of the Secure Shell (SSH) protocol.,,,30.0,12,False,3,,
57,duvet,awslabs/duvet,[],tools,https://github.com/awslabs/duvet,https://github.com/awslabs/duvet,Apache-2.0,2021-06-01 21:00:39,2026-01-22 17:18:27,2026-01-16 22:33:19,93,15.0,16.0,9,152.0,36.0,16.0,109,2024-06-08 00:09:19,0.3.0,,,2.0,A requirements traceability tool.,,,15.0,12,True,3,,
58,meta-rust-bin,rust-embedded/meta-rust-bin,[],yocto-integration,https://github.com/rust-embedded/meta-rust-bin,https://github.com/rust-embedded/meta-rust-bin,,2016-09-02 06:04:55,2025-12-12 08:06:21,2025-12-12 08:06:16,313,5.0,81.0,20,156.0,26.0,47.0,122,,,,,,Yocto layer for installing Rust toolchain from pre-built binaries.,,,45.0,11,False,3,,
59,snmp2,roboplc/snmp2,[],nmp,https://github.com/roboplc/snmp2,https://github.com/roboplc/snmp2,Apache-2.0,2024-12-28 20:04:55,2025-12-23 22:07:07,2025-12-23 22:07:06,102,14.0,17.0,1,14.0,3.0,6.0,48,,,,,,Dependency-free basic SNMP v1/v2/v3 client in Rust.,20.0,20.0,12.0,11,False,1,,
60,mctp-rs,CodeConstruct/mctp-rs,[],platform-management,https://github.com/CodeConstruct/mctp-rs,https://github.com/CodeConstruct/mctp-rs,Apache-2.0,2024-03-18 22:52:25,2025-12-08 04:47:02,2025-12-08 01:25:20,327,14.0,11.0,4,40.0,1.0,2.0,15,,,,,,"Rust crates for MCTP protocol support, on Linux and embedded.",9.0,9.0,6.0,10,False,1,,
61,meta-slint,slint-ui/meta-slint,[],yocto-layers,https://github.com/slint-ui/meta-slint,https://github.com/slint-ui/meta-slint,MIT,2022-12-07 14:53:07,2026-01-16 08:53:55,2026-01-16 08:53:37,224,15.0,9.0,2,17.0,2.0,4.0,20,,,,,,A Yocto layer with recipes for building Slint.,,,7.0,9,False,1,,
62,finny,hashmismatch/finny.rs,[],fsm,https://github.com/hashmismatch/finny.rs,https://github.com/hashmismatch/finny.rs,,2017-02-11 12:47:58,2024-04-13 15:26:44,2022-01-24 20:53:44,86,,6.0,3,12.0,3.0,6.0,73,2022-01-24 20:58:38,0.2.0,,,3.0,Finite State Machines for Rust.,3.0,3.0,1.0,8,False,3,,
63,rust-extfsm,przygienda/rust-extfsm,[],fsm,https://github.com/przygienda/rust-extfsm,https://github.com/przygienda/rust-extfsm,Apache-2.0,2017-07-05 05:56:13,2022-01-30 19:10:29,2021-06-06 16:32:07,52,,7.0,3,4.0,,2.0,50,2018-08-08 05:45:30,0.8.0,,,1.0,Extended Finite State Machine library in Rust with internal event queue and entry/exit transitions.,,,5.0,8,False,3,,
64,modbus-core,slowtec/modbus-core,[],modbus,https://github.com/slowtec/modbus-core,https://github.com/slowtec/modbus-core,,2018-12-11 13:50:43,2025-10-31 10:39:52,2025-10-31 10:39:52,87,1.0,21.0,4,27.0,4.0,5.0,61,,,,,,A pure no-std Rust modbus library.,3.0,3.0,9.0,7,False,3,,
65,memfault-linux-sdk,memfault/memfault-linux-sdk,[],ota-integration,https://github.com/memfault/memfault-linux-sdk,https://github.com/memfault/memfault-linux-sdk,,2022-07-18 13:03:21,2025-11-20 19:49:35,2025-11-20 18:56:21,41,3.0,8.0,13,1.0,,,42,,,,,,"Memfault SDK for embedded Linux systems. Observability, logging, crash reporting, and updating all in one service...",,,3.0,7,False,1,,
66,sunspec_rs,PeterGrace/sunspec_rs,[],smart-grid-protocols,https://github.com/PeterGrace/sunspec_rs,https://github.com/PeterGrace/sunspec_rs,MIT,2023-09-04 16:11:10,2025-12-11 16:33:33,2025-12-11 16:33:28,119,7.0,,1,3.0,,,3,2023-10-10 11:46:43,0.6.1,,,5.0,,1.0,1.0,,7,False,2,,
67,tss2-fapi-rs,tpm2-software/rust-tss-fapi,[],tpm,https://github.com/tpm2-software/rust-tss-fapi,https://github.com/tpm2-software/rust-tss-fapi,,2024-08-16 13:18:55,2026-01-22 15:55:13,2026-01-22 15:54:43,74,30.0,1.0,3,2.0,,1.0,11,2026-01-21 19:28:05,0.11.0,9.0,0.0,15.0,Rust wrapper for the TSS 2.0 FAPI.,,,2.0,6,False,1,,
68,sunspec,bikeshedder/sunspec,[],smart-grid-protocols,https://github.com/bikeshedder/sunspec,https://github.com/bikeshedder/sunspec,Apache-2.0,2023-10-31 20:28:16,2025-03-13 20:16:49,2025-03-13 19:55:48,94,,4.0,1,11.0,5.0,6.0,8,,,,,,Rust crate for accessing SunSpec compliant devices in a safe and convenient way.,1.0,1.0,3.0,6,False,3,,
