,name,github_id,labels,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,license,trending,updated_github_id
15,cargo-about,EmbarkStudios/cargo-about,[],tools,https://github.com/EmbarkStudios/cargo-about,https://github.com/EmbarkStudios/cargo-about,2019-11-01 08:38:11,2025-09-19 06:54:46,2025-09-19 06:53:52,218,10.0,42.0,3,201.0,26.0,66.0,670,2025-09-19 06:56:20,0.8.2,155340.0,2157.0,36.0,Cargo plugin to generate list of all licenses for a crate.,58.0,58.0,29.0,24,True,2,Apache-2.0,,
16,rust-skia,rust-skia/rust-skia,[],graphics,https://github.com/rust-skia/rust-skia,https://github.com/rust-skia/rust-skia,2018-12-07 07:25:31,2025-11-20 12:35:40,2025-11-20 12:35:40,4066,95.0,162.0,27,758.0,51.0,327.0,1680,,,250.0,3.0,100.0,Rust Bindings for the Skia Graphics Library.,9.0,9.0,65.0,23,True,1,MIT,,
17,cozo,cozodb/cozo,[],edb,https://github.com/cozodb/cozo,https://github.com/cozodb/cozo,2022-10-14 09:28:11,2024-12-04 12:49:06,2024-12-04 12:49:06,1813,,121.0,42,39.0,39.0,114.0,3772,2023-12-11 09:09:22,0.7.6,19614.0,530.0,19.0,"A transactional, relational-graph-vector database that uses Datalog for query. The hippocampus for AI!.",37.0,37.0,21.0,22,True,2,MPL-2.0,,
18,ntpd-rs,pendulum-project/ntpd-rs,[],time-sync,https://github.com/pendulum-project/ntpd-rs,https://github.com/pendulum-project/ntpd-rs,2022-03-04 19:15:34,2025-11-17 01:36:44,2025-11-06 14:01:36,2895,38.0,63.0,15,1722.0,46.0,240.0,962,2025-08-29 13:50:09,1.6.2,6358.0,158.0,36.0,"A full-featured implementation of the Network Time Protocol, including NTS support.",12.0,12.0,35.0,22,False,1,,,
19,linux-embedded-hal,rust-embedded/linux-embedded-hal,[],hal,https://github.com/rust-embedded/linux-embedded-hal,https://github.com/rust-embedded/linux-embedded-hal,2018-01-16 23:34:53,2025-11-06 22:18:55,2025-11-06 22:17:07,220,7.0,51.0,20,82.0,23.0,22.0,285,2025-11-10 09:09:05,0.4.1,,,6.0,Implementation of the `embedded-hal` traits for Linux devices.,1551.0,1551.0,31.0,22,True,1,Apache-2.0,,
20,rust-i2cdev,rust-embedded/rust-i2cdev,[],character-device-drivers,https://github.com/rust-embedded/rust-i2cdev,https://github.com/rust-embedded/rust-i2cdev,2015-08-19 04:21:00,2025-11-12 17:28:13,2025-11-12 17:18:17,230,8.0,56.0,17,63.0,5.0,26.0,226,2025-11-11 12:34:01,0.6.2,,,4.0,Rust library for interfacing with i2c devices under Linux.,1061.0,1061.0,30.0,22,True,1,Apache-2.0,,
21,puffin,EmbarkStudios/puffin,[],tools,https://github.com/EmbarkStudios/puffin,https://github.com/EmbarkStudios/puffin,2020-08-10 09:03:31,2025-09-16 11:29:02,2025-09-16 11:29:00,344,5.0,96.0,13,202.0,35.0,42.0,1636,2024-01-17 10:32:04,puffin-0.19.0,,,6.0,Friendly little instrumentation profiler for Rust.,1232.0,1232.0,41.0,21,True,3,Apache-2.0,,
22,ros2_rust,ros2-rust/ros2_rust,[],robotics,https://github.com/ros2-rust/ros2_rust,https://github.com/ros2-rust/ros2_rust,2017-11-26 10:45:09,2025-11-03 18:45:11,2025-11-03 18:33:19,319,23.0,175.0,37,328.0,58.0,137.0,1278,2025-10-27 07:30:33,0.6.0,,,8.0,Rust bindings for ROS 2.,,,50.0,21,True,1,Apache-2.0,,
23,kas,siemens/kas,[],yocto,https://github.com/siemens/kas,https://github.com/siemens/kas,2017-06-13 12:11:57,2025-11-18 19:44:36,2025-11-10 17:21:11,1123,39.0,187.0,23,49.0,25.0,101.0,511,,,,,,Setup tool for bitbake based projects.,97.0,97.0,81.0,21,True,1,MIT,,
24,Native DB,vincent-herlemont/native_db,[],edb,https://github.com/vincent-herlemont/native_db,https://github.com/vincent-herlemont/native_db,2023-05-09 19:14:39,2025-11-15 06:40:43,2025-10-10 10:02:26,483,11.0,33.0,5,370.0,28.0,51.0,650,2025-07-08 09:47:49,0.8.2,,,28.0,Drop-in embedded database in Rust.,78.0,78.0,19.0,20,True,3,MIT,,
25,rosrust,adnanademovic/rosrust,[],robotics,https://github.com/adnanademovic/rosrust,https://github.com/adnanademovic/rosrust,2016-07-12 11:05:32,2025-02-03 22:32:01,2025-02-03 22:31:20,708,,77.0,23,104.0,49.0,72.0,772,2020-08-24 14:04:42,0.9.5,,,19.0,Pure Rust implementation of a ROS client library.,235.0,235.0,19.0,19,True,3,MIT,,
26,tokio-modbus,slowtec/tokio-modbus,[],modbus,https://github.com/slowtec/tokio-modbus,https://github.com/slowtec/tokio-modbus,2017-10-21 19:51:54,2025-10-22 09:03:36,2025-10-22 09:02:27,506,16.0,143.0,14,216.0,33.0,105.0,513,,,,,,A tokio-based modbus library.,375.0,375.0,36.0,19,True,1,Apache-2.0,,
27,cyclonedx-rust-cargo,CycloneDX/cyclonedx-rust-cargo,[],tools,https://github.com/CycloneDX/cyclonedx-rust-cargo,https://github.com/CycloneDX/cyclonedx-rust-cargo,2019-05-21 20:48:15,2025-10-27 00:02:07,2025-10-01 08:29:23,1223,3.0,48.0,7,693.0,43.0,75.0,148,2024-11-30 01:45:09,cargo-cyclonedx-0.5.7,191421.0,2857.0,15.0,Creates CycloneDX Software Bill of Materials (SBOM) from Rust (Cargo) projects.,7.0,7.0,35.0,19,True,3,Apache-2.0,,
28,PoloDB,PoloDB/PoloDB,[],edb,https://github.com/PoloDB/PoloDB,https://github.com/PoloDB/PoloDB,2020-08-01 09:03:18,2025-10-13 20:51:07,2025-05-15 23:56:43,776,,54.0,14,135.0,26.0,50.0,1147,2025-05-15 23:26:34,5.1.4,799.0,23.0,21.0,PoloDB is an embedded document database.,3.0,3.0,17.0,18,True,3,Apache-2.0,,
29,rs-matter,project-chip/rs-matter,[],home-automation-protocols,https://github.com/project-chip/rs-matter,https://github.com/project-chip/rs-matter,2022-12-12 16:43:43,2025-11-17 09:26:15,2025-11-17 09:26:15,708,53.0,54.0,41,243.0,37.0,60.0,445,,,,,,Rust implementation of the Matter protocol. Status: Experimental.,7.0,7.0,29.0,18,True,1,Apache-2.0,,
30,actions-rust-cross,houseabsolute/actions-rust-cross,[],ci,https://github.com/houseabsolute/actions-rust-cross,https://github.com/houseabsolute/actions-rust-cross,2023-03-05 16:57:05,2025-07-20 18:26:16,2025-07-20 18:26:11,126,,21.0,1,8.0,5.0,32.0,198,2025-07-20 18:10:08,1.0.5,,,24.0,GitHub Action to compile Rust with cross.,1236.0,1236.0,7.0,18,True,1,Apache-2.0,,
31,rust-spidev,rust-embedded/rust-spidev,[],character-device-drivers,https://github.com/rust-embedded/rust-spidev,https://github.com/rust-embedded/rust-spidev,2015-04-23 05:40:20,2025-10-31 14:10:45,2025-10-28 20:16:36,159,9.0,35.0,15,42.0,1.0,10.0,137,2025-10-31 14:11:44,0.7.1,,,7.0,Rust library providing access to spidev devices under Linux.,829.0,829.0,18.0,18,True,3,Apache-2.0,,
32,divan,nvzqz/divan,[],tools,https://github.com/nvzqz/divan,https://github.com/nvzqz/divan,2023-06-30 05:01:57,2025-04-17 04:02:42,2025-04-14 22:32:17,480,,36.0,8,28.0,41.0,13.0,1259,,,,,,Fast and simple benchmarking for Rust projects.,1356.0,1356.0,9.0,17,True,3,Apache-2.0,,
33,opcua,locka99/opcua,[],icsp,https://github.com/locka99/opcua,https://github.com/locka99/opcua,2017-01-07 09:48:09,2025-04-08 02:12:35,2024-10-08 20:19:22,2200,,147.0,19,198.0,111.0,127.0,559,,,,,,A client and server implementation of the OPC UA specification written in Rust.,55.0,55.0,31.0,17,False,1,MPL-2.0,,
34,gpio-cdev,rust-embedded/gpio-cdev,[],character-device-drivers,https://github.com/rust-embedded/gpio-cdev,https://github.com/rust-embedded/gpio-cdev,2018-03-03 23:48:44,2025-07-03 07:05:28,2025-07-03 07:02:51,132,,39.0,19,49.0,10.0,26.0,228,2023-09-12 07:13:07,0.6.0,,,3.0,Rust interface to the Linux GPIO Character Device API (/dev/gpiochip...).,509.0,509.0,18.0,17,True,3,Apache-2.0,,
35,rmodbus,alttch/rmodbus,[],modbus,https://github.com/alttch/rmodbus,https://github.com/alttch/rmodbus,2020-09-13 14:25:14,2025-09-29 00:31:51,2025-09-29 00:31:46,297,10.0,30.0,3,32.0,2.0,18.0,162,,,,,,Modbus framework for Rust.,61.0,61.0,21.0,17,True,2,Apache-2.0,,
36,crash-handling,EmbarkStudios/crash-handling,[],tools,https://github.com/EmbarkStudios/crash-handling,https://github.com/EmbarkStudios/crash-handling,2021-11-08 13:54:34,2025-09-24 11:20:25,2025-09-24 11:20:24,182,3.0,20.0,7,64.0,14.0,29.0,162,2025-05-14 06:10:28,crash-handler-0.6.3,,,30.0,Collection of crates to deal with crashes.,310.0,310.0,10.0,17,True,3,Apache-2.0,,
37,rugix,silitics/rugix,[],tools,https://github.com/silitics/rugix,https://github.com/silitics/rugix,2023-05-18 20:21:06,2025-11-19 19:25:34,2025-11-19 19:25:28,870,57.0,16.0,4,12.0,13.0,56.0,108,2025-10-04 06:21:41,0.8.14,650.0,28.0,33.0,A suite of open-source tools to build and deploy reliable embedded Linux devices at scale with efficient and secure..,,,6.0,17,True,3,Apache-2.0,,
38,Tonbo,tonbo-io/tonbo,[],edb,https://github.com/tonbo-io/tonbo,https://github.com/tonbo-io/tonbo,2024-07-15 03:23:00,2025-11-11 02:54:21,2025-10-24 12:15:21,476,2.0,83.0,17,400.0,30.0,94.0,1211,2025-04-10 03:57:36,0.3.2,,,4.0,A portable embedded database using Arrow.,1.0,1.0,22.0,16,True,3,Apache-2.0,-1.0,
39,statime,pendulum-project/statime,[],time-sync,https://github.com/pendulum-project/statime,https://github.com/pendulum-project/statime,2022-01-04 09:29:54,2025-11-20 16:21:45,2025-10-07 12:59:52,864,9.0,27.0,10,691.0,23.0,34.0,267,2025-03-13 09:48:42,0.4.0,625.0,25.0,11.0,Implementation of the Precision Time Protocol (PTP) in Rust.,5.0,5.0,24.0,16,False,3,,,
40,rust-fsm,eugene-babichenko/rust-fsm,[],fsm,https://github.com/eugene-babichenko/rust-fsm,https://github.com/eugene-babichenko/rust-fsm,2019-01-20 12:51:27,2025-07-21 09:41:06,2025-07-21 09:40:08,106,,26.0,3,9.0,1.0,5.0,232,2025-07-21 09:44:10,0.8.0,,,5.0,Finite state machine framework for Rust with readable specifications.,162.0,162.0,7.0,16,True,1,MIT,,
41,embedded-hal-mock,dbrgn/embedded-hal-mock,[],hal,https://github.com/dbrgn/embedded-hal-mock,https://github.com/dbrgn/embedded-hal-mock,2018-03-25 13:08:52,2025-08-26 02:34:49,2025-08-26 02:34:46,185,2.0,25.0,7,104.0,10.0,22.0,141,,,,,,Mocks for testing embedded-hal based drivers without hardware access.,1089.0,1089.0,24.0,16,True,3,Apache-2.0,,
42,rust-ocpp,codelabsab/rust-ocpp,[],smart-grid-protocols,https://github.com/tommymalmqvist/rust-ocpp,https://github.com/tommymalmqvist/rust-ocpp,2021-06-04 08:32:04,2025-11-19 08:16:41,2025-11-19 08:14:05,307,2.0,28.0,7,162.0,,26.0,92,2025-11-19 08:16:41,3.0.3,,,10.0,"Libraries for ocpp 1.6, 2.0.1 and 2.1.",25.0,25.0,11.0,16,False,1,Apache-2.0,,tommymalmqvist/rust-ocpp
43,russh-sftp,AspectUnk/russh-sftp,['pure-rust'],sftp,https://github.com/AspectUnk/russh-sftp,https://github.com/AspectUnk/russh-sftp,2022-12-09 11:20:58,2025-10-21 20:49:14,2025-04-17 21:56:19,156,,33.0,3,45.0,15.0,26.0,86,,,,,,SFTP subsystem supported server and client for Russh.,198.0,198.0,17.0,16,False,1,Apache-2.0,,
44,statig,mdeloof/statig,[],fsm,https://github.com/mdeloof/statig,https://github.com/mdeloof/statig,2021-08-19 20:51:31,2025-10-27 20:08:47,2025-10-27 20:08:47,166,2.0,33.0,7,34.0,4.0,36.0,728,,,,,,Hierarchical state machines for designing event-driven systems.,46.0,46.0,15.0,15,True,2,MIT,,
45,dbus-rs,diwic/dbus-rs,['dbus'],ipc,https://github.com/diwic/dbus-rs,https://github.com/diwic/dbus-rs,2014-11-23 12:14:49,2025-11-19 17:21:35,2025-11-19 17:20:17,1147,7.0,137.0,10,194.0,13.0,255.0,648,,,,,,D-Bus binding for the Rust language.,5.0,5.0,94.0,15,False,2,,,
46,ssh2-rs,alexcrichton/ssh2-rs,['c-dependency'],ssh,https://github.com/alexcrichton/ssh2-rs,https://github.com/alexcrichton/ssh2-rs,2014-09-18 05:10:52,2025-02-01 17:21:52,2025-02-01 17:11:01,572,,153.0,6,144.0,46.0,162.0,543,,,,,,Rust bindings for libssh2.,,,78.0,15,True,3,Apache-2.0,,
47,onnxruntime,nbigaouette/onnxruntime-rs,['x86_64'],aie,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,2020-08-04 03:04:15,2024-03-06 16:33:46,2022-07-19 00:34:22,447,,102.0,10,67.0,48.0,20.0,312,,,,,,Rust wrapper for Microsofts ONNX Runtime (version 1.8).,220.0,220.0,9.0,15,False,3,Apache-2.0,,
48,meta-rust,meta-rust/meta-rust,[],yocto-integration,https://github.com/meta-rust/meta-rust,https://github.com/meta-rust/meta-rust,2014-10-20 21:31:22,2025-09-30 23:46:47,2025-09-30 23:46:47,981,5.0,132.0,21,287.0,63.0,103.0,229,,,,,,OpenEmbedded/Yocto layer for Rust and Cargo.,,,66.0,15,True,1,MIT,,
49,modbus-rs,hirschenberger/modbus-rs,[],modbus,https://github.com/hirschenberger/modbus-rs,https://github.com/hirschenberger/modbus-rs,2015-11-03 01:00:32,2025-01-24 12:59:25,2025-01-24 12:59:01,170,,26.0,8,20.0,5.0,15.0,103,2023-12-20 11:37:30,1.1.0,,,23.0,Modbus implementation in pure Rust.,43.0,43.0,11.0,15,True,3,MIT,,
50,rustbus,KillingSpark/rustbus,['dbus'],ipc,https://github.com/KillingSpark/rustbus,https://github.com/KillingSpark/rustbus,2020-01-22 11:05:05,2024-06-22 14:58:39,2024-06-22 14:58:38,679,,14.0,4,72.0,8.0,45.0,63,2023-08-29 16:50:59,0.19.3,,,22.0,Dbus transport in pure rust.,154.0,154.0,17.0,15,False,2,MIT,,
51,rust-industrial-io,fpagliughi/rust-industrial-io,[],iio,https://github.com/fpagliughi/rust-industrial-io,https://github.com/fpagliughi/rust-industrial-io,2018-10-07 23:42:44,2025-09-18 03:18:15,2025-09-13 23:13:13,170,5.0,25.0,3,19.0,5.0,11.0,53,2024-12-10 16:52:12,0.6.0,,,9.0,Rust interface to the Linux Industrial I/O subsystem.,16.0,16.0,13.0,15,False,1,MIT,,
52,ftdi-embedded-hal,ftdi-rs/ftdi-embedded-hal,[],chip-drivers,https://github.com/ftdi-rs/ftdi-embedded-hal,https://github.com/ftdi-rs/ftdi-embedded-hal,2021-09-26 16:00:45,2025-08-21 01:47:48,2025-08-21 01:47:43,118,,21.0,3,63.0,5.0,9.0,40,2025-06-01 21:19:28,0.23.2,,,19.0,Implementation of Rust Embedded HAL traits for FTDI devices.,60.0,60.0,15.0,15,False,1,MIT,1.0,
53,r2r,sequenceplanner/r2r,[],robotics,https://github.com/sequenceplanner/r2r,https://github.com/sequenceplanner/r2r,2019-08-20 09:10:16,2025-04-22 08:30:50,2025-04-22 08:27:18,346,,51.0,13,66.0,9.0,51.0,396,,,,,,Minimal ROS 2 Rust bindings.,156.0,156.0,29.0,14,False,3,,,
54,openleadr-rs,OpenLEADR/openleadr-rs,[],smart-grid-protocols,https://github.com/OpenLEADR/openleadr-rs,https://github.com/OpenLEADR/openleadr-rs,2024-10-01 13:50:22,2025-11-20 15:00:09,2025-11-20 14:35:40,196,32.0,14.0,9,247.0,26.0,38.0,57,2025-10-27 14:06:26,0.1.1,,,5.0,OpenADR 3.0 VTN and VEN implementation in Rust.,,,12.0,13,False,2,,,
55,cargo-call-stack,japaric/cargo-call-stack,[],tools,https://github.com/japaric/cargo-call-stack,https://github.com/japaric/cargo-call-stack,2018-12-03 01:52:30,2024-10-28 17:29:02,2024-10-28 17:27:44,192,,51.0,9,57.0,37.0,23.0,643,,,,,,Whole program static stack analysis.,1.0,1.0,11.0,12,False,3,Apache-2.0,,
56,SSH,RustCrypto/SSH,['pure-rust'],ssh,https://github.com/RustCrypto/SSH,https://github.com/RustCrypto/SSH,2022-09-25 17:17:29,2025-11-12 17:02:54,2025-11-12 17:02:51,324,19.0,45.0,2,362.0,12.0,50.0,205,,,,,,Pure Rust implementation of components of the Secure Shell (SSH) protocol.,,,29.0,12,False,3,,,
57,meta-rust-bin,rust-embedded/meta-rust-bin,[],yocto-integration,https://github.com/rust-embedded/meta-rust-bin,https://github.com/rust-embedded/meta-rust-bin,2016-09-02 06:04:55,2025-11-11 12:35:36,2025-11-11 12:35:31,312,6.0,77.0,21,153.0,26.0,47.0,122,,,,,,Yocto layer for installing Rust toolchain from pre-built binaries.,,,45.0,12,False,3,,,
58,duvet,awslabs/duvet,[],tools,https://github.com/awslabs/duvet,https://github.com/awslabs/duvet,2021-06-01 21:00:39,2025-11-19 23:57:09,2025-11-05 23:05:21,87,10.0,16.0,9,147.0,36.0,15.0,96,2024-06-08 00:09:19,0.3.0,,,2.0,A requirements traceability tool.,,,13.0,12,False,3,Apache-2.0,,
59,modbus-core,slowtec/modbus-core,[],modbus,https://github.com/slowtec/modbus-core,https://github.com/slowtec/modbus-core,2018-12-11 13:50:43,2025-10-31 10:39:52,2025-10-31 10:39:52,87,20.0,21.0,4,27.0,4.0,5.0,57,,,,,,A pure no-std Rust modbus library.,3.0,3.0,9.0,10,False,3,,,
60,snmp2,roboplc/snmp2,[],nmp,https://github.com/roboplc/snmp2,https://github.com/roboplc/snmp2,2024-12-28 20:04:55,2025-11-10 22:21:07,2025-11-10 22:21:06,90,5.0,12.0,1,7.0,3.0,3.0,42,,,,,,Dependency-free basic SNMP v1/v2/v3 client in Rust.,11.0,11.0,8.0,10,False,1,Apache-2.0,,
61,mctp-rs,CodeConstruct/mctp-rs,[],platform-management,https://github.com/CodeConstruct/mctp-rs,https://github.com/CodeConstruct/mctp-rs,2024-03-18 22:52:25,2025-10-31 03:36:24,2025-10-31 02:19:00,314,12.0,9.0,5,38.0,1.0,2.0,13,,,,,,"Rust crates for MCTP protocol support, on Linux and embedded.",8.0,8.0,4.0,10,False,1,Apache-2.0,,
62,finny,hashmismatch/finny.rs,[],fsm,https://github.com/hashmismatch/finny.rs,https://github.com/hashmismatch/finny.rs,2017-02-11 12:47:58,2024-04-13 15:26:44,2022-01-24 20:53:44,86,,6.0,3,12.0,3.0,6.0,73,2022-01-24 20:58:38,0.2.0,,,3.0,Finite State Machines for Rust.,3.0,3.0,1.0,8,False,3,,,
63,rust-extfsm,przygienda/rust-extfsm,[],fsm,https://github.com/przygienda/rust-extfsm,https://github.com/przygienda/rust-extfsm,2017-07-05 05:56:13,2022-01-30 19:10:29,2021-06-06 16:32:07,52,,7.0,3,4.0,,2.0,50,2018-08-08 05:45:30,0.8.0,,,1.0,Extended Finite State Machine library in Rust with internal event queue and entry/exit transitions.,,,5.0,8,False,3,Apache-2.0,,
64,meta-slint,slint-ui/meta-slint,[],yocto-layers,https://github.com/slint-ui/meta-slint,https://github.com/slint-ui/meta-slint,2022-12-07 14:53:07,2025-11-05 15:55:38,2025-11-05 15:55:24,212,6.0,9.0,2,17.0,2.0,4.0,17,,,,,,A Yocto layer with recipes for building Slint.,,,7.0,8,False,1,MIT,,
65,sunspec_rs,PeterGrace/sunspec_rs,[],smart-grid-protocols,https://github.com/PeterGrace/sunspec_rs,https://github.com/PeterGrace/sunspec_rs,2023-09-04 16:11:10,2025-11-03 21:19:01,2025-11-03 21:18:54,117,5.0,,1,3.0,,,3,2023-10-10 11:46:43,0.6.1,,,5.0,,1.0,1.0,,7,False,2,MIT,,
66,memfault-linux-sdk,memfault/memfault-linux-sdk,[],ota-integration,https://github.com/memfault/memfault-linux-sdk,https://github.com/memfault/memfault-linux-sdk,2022-07-18 13:03:21,2025-11-12 21:05:33,2025-11-12 21:03:26,40,2.0,9.0,13,1.0,,,43,,,,,,"Memfault SDK for embedded Linux systems. Observability, logging, crash reporting, and updating all in one service...",,,3.0,6,False,1,,-1.0,
67,sunspec,bikeshedder/sunspec,[],smart-grid-protocols,https://github.com/bikeshedder/sunspec,https://github.com/bikeshedder/sunspec,2023-10-31 20:28:16,2025-03-13 20:16:49,2025-03-13 19:55:48,94,,4.0,1,11.0,5.0,6.0,8,,,,,,Rust crate for accessing SunSpec compliant devices in a safe and convenient way.,1.0,1.0,3.0,6,False,3,Apache-2.0,,
68,dbus-bytestream,srwalter/dbus-bytestream,['dbus'],ipc,https://github.com/srwalter/dbus-bytestream,https://github.com/srwalter/dbus-bytestream,2015-06-28 04:47:09,2018-10-18 13:29:47,2018-10-18 13:29:46,72,,4.0,3,9.0,4.0,1.0,6,,,,,,Native D-Bus implementation for Rust.,6.0,6.0,4.0,6,False,3,LGPL-2.1,,
